交易日期,证券代码,利率,期限
20240612,SHIBOR1Y.IR,2.075,1Y
20240612,SHIBOR2W.IR,1.833,2W
20240612,SHIBOR3M.IR,1.943,3M
20240612,SHIBOR6M.IR,1.994,6M
20240612,SHIBOR9M.IR,2.055,9M
20240612,SHIBORON.IR,1.68,O/N
20240613,SHIBOR1M.IR,1.9,1M
20240613,SHIBOR1W.IR,1.817,1W
20240613,SHIBOR1Y.IR,2.073,1Y
20240613,SHIBOR2W.IR,1.847,2W
20240613,SHIBOR3M.IR,1.94,3M
20240613,SHIBOR6M.IR,1.989,6M
20240613,SHIBOR9M.IR,2.053,9M
20240613,SHIBORON.IR,1.723,O/N
20240614,SHIBOR1M.IR,1.9,1M
20240614,SHIBOR1W.IR,1.813,1W
20240614,SHIBOR1Y.IR,2.069,1Y
20240614,SHIBOR2W.IR,1.839,2W
20240614,SHIBOR3M.IR,1.939,3M
20240614,SHIBOR6M.IR,1.986,6M
20240614,SHIBOR9M.IR,2.049,9M
20240614,SHIBORON.IR,1.732,O/N
20240617,SHIBOR1M.IR,1.898,1M
20240617,SHIBOR1W.IR,1.862,1W
20240617,SHIBOR1Y.IR,2.068,1Y
20240617,SHIBOR2W.IR,1.957,2W
20240617,SHIBOR3M.IR,1.935,3M
20240617,SHIBOR6M.IR,1.985,6M
20240617,SHIBOR9M.IR,2.048,9M
20240617,SHIBORON.IR,1.783,O/N
20240618,SHIBOR1M.IR,1.9,1M
20240618,SHIBOR1W.IR,1.882,1W
20240618,SHIBOR1Y.IR,2.067,1Y
20240618,SHIBOR2W.IR,1.987,2W
20240618,SHIBOR3M.IR,1.934,3M
20240618,SHIBOR6M.IR,1.987,6M
20240618,SHIBOR9M.IR,2.048,9M
20240618,SHIBORON.IR,1.829,O/N
20240619,SHIBOR1M.IR,1.9,1M
20240619,SHIBOR1W.IR,1.861,1W
20240619,SHIBOR1Y.IR,2.067,1Y
20240619,SHIBOR2W.IR,2.0,2W
20240619,SHIBOR3M.IR,1.929,3M
20240619,SHIBOR6M.IR,1.985,6M
20240619,SHIBOR9M.IR,2.048,9M
20240619,SHIBORON.IR,1.853,O/N
20240620,SHIBOR1M.IR,1.9,1M
20240620,SHIBOR1W.IR,1.89,1W
20240620,SHIBOR1Y.IR,2.063,1Y
20240620,SHIBOR2W.IR,2.087,2W
20240620,SHIBOR3M.IR,1.927,3M
20240620,SHIBOR6M.IR,1.983,6M
20240620,SHIBOR9M.IR,2.044,9M
20240620,SHIBORON.IR,1.877,O/N
20240621,SHIBOR1M.IR,1.9,1M
20240621,SHIBOR1W.IR,1.939,1W
20240621,SHIBOR1Y.IR,2.059,1Y
20240621,SHIBOR2W.IR,2.128,2W
20240621,SHIBOR3M.IR,1.923,3M
20240621,SHIBOR6M.IR,1.977,6M
20240621,SHIBOR9M.IR,2.04,9M
20240621,SHIBORON.IR,1.96,O/N
20240624,SHIBOR1M.IR,1.9,1M
20240624,SHIBOR1W.IR,2.008,1W
20240624,SHIBOR1Y.IR,2.059,1Y
20240624,SHIBOR2W.IR,2.146,2W
20240624,SHIBOR3M.IR,1.922,3M
20240624,SHIBOR6M.IR,1.979,6M
20240624,SHIBOR9M.IR,2.039,9M
20240624,SHIBORON.IR,1.98,O/N
20240625,SHIBOR1M.IR,1.9,1M
20240625,SHIBOR1W.IR,2.014,1W
20240625,SHIBOR1Y.IR,2.058,1Y
20240625,SHIBOR2W.IR,2.145,2W
20240625,SHIBOR3M.IR,1.921,3M
20240625,SHIBOR6M.IR,1.978,6M
20240625,SHIBOR9M.IR,2.038,9M
20240625,SHIBORON.IR,1.964,O/N
20240626,SHIBOR1M.IR,1.9,1M
20240626,SHIBOR1W.IR,2.083,1W
20240626,SHIBOR1Y.IR,2.055,1Y
20240626,SHIBOR2W.IR,2.108,2W
20240626,SHIBOR3M.IR,1.919,3M
20240626,SHIBOR6M.IR,1.979,6M
20240626,SHIBOR9M.IR,2.034,9M
20240626,SHIBORON.IR,1.976,O/N
20240627,SHIBOR1M.IR,1.9,1M
20240627,SHIBOR1W.IR,2.028,1W
20240627,SHIBOR1Y.IR,2.051,1Y
20240627,SHIBOR2W.IR,2.152,2W
20240627,SHIBOR3M.IR,1.918,3M
20240627,SHIBOR6M.IR,1.979,6M
20240627,SHIBOR9M.IR,2.029,9M
20240627,SHIBORON.IR,1.879,O/N
20240628,SHIBOR1M.IR,1.9,1M
20240628,SHIBOR1W.IR,2.099,1W
20240628,SHIBOR1Y.IR,2.049,1Y
20240628,SHIBOR2W.IR,2.128,2W
20240628,SHIBOR3M.IR,1.918,3M
20240628,SHIBOR6M.IR,1.979,6M
20240628,SHIBOR9M.IR,2.025,9M
20240628,SHIBORON.IR,1.889,O/N
20240701,SHIBOR1M.IR,1.899,1M
20240701,SHIBOR1W.IR,1.802,1W
20240701,SHIBOR1Y.IR,2.046,1Y
20240701,SHIBOR2W.IR,1.846,2W
20240701,SHIBOR3M.IR,1.917,3M
20240701,SHIBOR6M.IR,1.976,6M
20240701,SHIBOR9M.IR,2.02,9M
20240701,SHIBORON.IR,1.749,O/N
20240702,SHIBOR1M.IR,1.896,1M
20240702,SHIBOR1W.IR,1.796,1W
20240702,SHIBOR1Y.IR,2.042,1Y
20240702,SHIBOR2W.IR,1.812,2W
20240702,SHIBOR3M.IR,1.917,3M
20240702,SHIBOR6M.IR,1.973,6M
20240702,SHIBOR9M.IR,2.014,9M
20240702,SHIBORON.IR,1.715,O/N
20240703,SHIBOR1M.IR,1.895,1M
20240703,SHIBOR1W.IR,1.8,1W
20240703,SHIBOR1Y.IR,2.034,1Y
20240703,SHIBOR2W.IR,1.811,2W
20240703,SHIBOR3M.IR,1.914,3M
20240703,SHIBOR6M.IR,1.967,6M
20240703,SHIBOR9M.IR,2.006,9M
20240703,SHIBORON.IR,1.688,O/N
20240704,SHIBOR1M.IR,1.892,1M
20240704,SHIBOR1W.IR,1.811,1W
20240704,SHIBOR1Y.IR,2.029,1Y
20240704,SHIBOR2W.IR,1.807,2W
20240704,SHIBOR3M.IR,1.91,3M
20240704,SHIBOR6M.IR,1.962,6M
20240704,SHIBOR9M.IR,2.003,9M
20240704,SHIBORON.IR,1.712,O/N
20240705,SHIBOR1M.IR,1.888,1M
20240705,SHIBOR1W.IR,1.807,1W
20240705,SHIBOR1Y.IR,2.015,1Y
20240705,SHIBOR2W.IR,1.833,2W
20240705,SHIBOR3M.IR,1.908,3M
20240705,SHIBOR6M.IR,1.958,6M
20240705,SHIBOR9M.IR,1.997,9M
20240705,SHIBORON.IR,1.764,O/N
20240708,SHIBOR1M.IR,1.887,1M
20240708,SHIBOR1W.IR,1.82,1W
20240708,SHIBOR1Y.IR,2.02,1Y
20240708,SHIBOR2W.IR,1.85,2W
20240708,SHIBOR3M.IR,1.907,3M
20240708,SHIBOR6M.IR,1.959,6M
20240708,SHIBOR9M.IR,1.999,9M
20240708,SHIBORON.IR,1.754,O/N
20240709,SHIBOR1M.IR,1.886,1M
20240709,SHIBOR1W.IR,1.804,1W
20240709,SHIBOR1Y.IR,2.019,1Y
20240709,SHIBOR2W.IR,1.838,2W
20240709,SHIBOR3M.IR,1.907,3M
20240709,SHIBOR6M.IR,1.959,6M
20240709,SHIBOR9M.IR,1.998,9M
20240709,SHIBORON.IR,1.679,O/N
20240710,SHIBOR1M.IR,1.883,1M
20240710,SHIBOR1W.IR,1.8,1W
20240710,SHIBOR1Y.IR,2.018,1Y
20240710,SHIBOR2W.IR,1.832,2W
20240710,SHIBOR3M.IR,1.906,3M
20240710,SHIBOR6M.IR,1.959,6M
20240710,SHIBOR9M.IR,1.996,9M
20240710,SHIBORON.IR,1.64,O/N
20240711,SHIBOR1M.IR,1.879,1M
20240711,SHIBOR1W.IR,1.803,1W
20240711,SHIBOR1Y.IR,2.014,1Y
20240711,SHIBOR2W.IR,1.809,2W
20240711,SHIBOR3M.IR,1.904,3M
20240711,SHIBOR6M.IR,1.958,6M
20240711,SHIBOR9M.IR,1.995,9M
20240711,SHIBORON.IR,1.67,O/N
20240712,SHIBOR1M.IR,1.878,1M
20240712,SHIBOR1W.IR,1.801,1W
20240712,SHIBOR1Y.IR,2.009,1Y
20240712,SHIBOR2W.IR,1.835,2W
20240712,SHIBOR3M.IR,1.899,3M
20240712,SHIBOR6M.IR,1.955,6M
20240712,SHIBOR9M.IR,1.993,9M
20240712,SHIBORON.IR,1.668,O/N
20240715,SHIBOR1M.IR,1.879,1M
20240715,SHIBOR1W.IR,1.821,1W
20240715,SHIBOR1Y.IR,2.007,1Y
20240715,SHIBOR2W.IR,1.84,2W
20240715,SHIBOR3M.IR,1.897,3M
20240715,SHIBOR6M.IR,1.957,6M
20240715,SHIBOR9M.IR,1.989,9M
20240715,SHIBORON.IR,1.78,O/N
20240716,SHIBOR1M.IR,1.878,1M
20240716,SHIBOR1W.IR,1.894,1W
20240716,SHIBOR1Y.IR,2.007,1Y
20240716,SHIBOR2W.IR,1.948,2W
20240716,SHIBOR3M.IR,1.897,3M
20240716,SHIBOR6M.IR,1.957,6M
20240716,SHIBOR9M.IR,1.988,9M
20240716,SHIBORON.IR,1.894,O/N
20240717,SHIBOR1M.IR,1.878,1M
20240717,SHIBOR1W.IR,1.885,1W
20240717,SHIBOR1Y.IR,2.005,1Y
20240717,SHIBOR2W.IR,1.913,2W
20240717,SHIBOR3M.IR,1.896,3M
20240717,SHIBOR6M.IR,1.956,6M
20240717,SHIBOR9M.IR,1.987,9M
20240717,SHIBORON.IR,1.913,O/N
20240718,SHIBOR1M.IR,1.879,1M
20240718,SHIBOR1W.IR,1.893,1W
20240718,SHIBOR1Y.IR,2.002,1Y
20240718,SHIBOR2W.IR,1.946,2W
20240718,SHIBOR3M.IR,1.897,3M
20240718,SHIBOR6M.IR,1.954,6M
20240718,SHIBOR9M.IR,1.985,9M
20240718,SHIBORON.IR,1.933,O/N
20240719,SHIBOR1M.IR,1.877,1M
20240719,SHIBOR1W.IR,1.855,1W
20240719,SHIBOR1Y.IR,2.0,1Y
20240719,SHIBOR2W.IR,1.959,2W
20240719,SHIBOR3M.IR,1.895,3M
20240719,SHIBOR6M.IR,1.948,6M
20240719,SHIBOR9M.IR,1.982,9M
20240719,SHIBORON.IR,1.855,O/N
20240722,SHIBOR1M.IR,1.873,1M
20240722,SHIBOR1W.IR,1.715,1W
20240722,SHIBOR1Y.IR,1.997,1Y
20240722,SHIBOR2W.IR,1.876,2W
20240722,SHIBOR3M.IR,1.894,3M
20240722,SHIBOR6M.IR,1.944,6M
20240722,SHIBOR9M.IR,1.978,9M
20240722,SHIBORON.IR,1.647,O/N
20240723,SHIBOR1M.IR,1.867,1M
20240723,SHIBOR1W.IR,1.751,1W
20240723,SHIBOR1Y.IR,1.997,1Y
20240723,SHIBOR2W.IR,1.857,2W
20240723,SHIBOR3M.IR,1.888,3M
20240723,SHIBOR6M.IR,1.94,6M
20240723,SHIBOR9M.IR,1.977,9M
20240723,SHIBORON.IR,1.736,O/N
20240724,SHIBOR1M.IR,1.862,1M
20240724,SHIBOR1W.IR,1.742,1W
20240724,SHIBOR1Y.IR,1.993,1Y
20240724,SHIBOR2W.IR,1.891,2W
20240724,SHIBOR3M.IR,1.887,3M
20240724,SHIBOR6M.IR,1.937,6M
20240724,SHIBOR9M.IR,1.973,9M
20240724,SHIBORON.IR,1.739,O/N
20240725,SHIBOR1M.IR,1.855,1M
20240725,SHIBOR1W.IR,1.871,1W
20240725,SHIBOR1Y.IR,1.985,1Y
20240725,SHIBOR2W.IR,1.908,2W
20240725,SHIBOR3M.IR,1.882,3M
20240725,SHIBOR6M.IR,1.932,6M
20240725,SHIBOR9M.IR,1.967,9M
20240725,SHIBORON.IR,1.764,O/N
20240726,SHIBOR1M.IR,1.848,1M
20240726,SHIBOR1W.IR,1.913,1W
20240726,SHIBOR1Y.IR,1.979,1Y
20240726,SHIBOR2W.IR,1.895,2W
20240726,SHIBOR3M.IR,1.877,3M
20240726,SHIBOR6M.IR,1.927,6M
20240726,SHIBOR9M.IR,1.961,9M
20240726,SHIBORON.IR,1.689,O/N
20240729,SHIBOR1M.IR,1.843,1M
20240729,SHIBOR1W.IR,1.895,1W
20240729,SHIBOR1Y.IR,1.9729,1Y
20240729,SHIBOR2W.IR,1.911,2W
20240729,SHIBOR3M.IR,1.869,3M
20240729,SHIBOR6M.IR,1.92,6M
20240729,SHIBOR9M.IR,1.956,9M
20240729,SHIBORON.IR,1.631,O/N
20240730,SHIBOR1M.IR,1.839,1M
20240730,SHIBOR1W.IR,1.814,1W
20240730,SHIBOR1Y.IR,1.966,1Y
20240730,SHIBOR2W.IR,1.887,2W
20240730,SHIBOR3M.IR,1.865,3M
20240730,SHIBOR6M.IR,1.916,6M
20240730,SHIBOR9M.IR,1.951,9M
20240730,SHIBORON.IR,1.639,O/N
20240731,SHIBOR1M.IR,1.835,1M
20240731,SHIBOR1W.IR,1.772,1W
20240731,SHIBOR1Y.IR,1.96,1Y
20240731,SHIBOR2W.IR,1.84,2W
20240731,SHIBOR3M.IR,1.86,3M
20240731,SHIBOR6M.IR,1.913,6M
20240731,SHIBOR9M.IR,1.944,9M
20240731,SHIBORON.IR,1.782,O/N
20240801,SHIBOR1M.IR,1.828,1M
20240801,SHIBOR1W.IR,1.7,1W
20240801,SHIBOR1Y.IR,1.956,1Y
20240801,SHIBOR2W.IR,1.803,2W
20240801,SHIBOR3M.IR,1.857,3M
20240801,SHIBOR6M.IR,1.906,6M
20240801,SHIBOR9M.IR,1.936,9M
20240801,SHIBORON.IR,1.608,O/N
20240802,SHIBOR1M.IR,1.825,1M
20240802,SHIBOR1W.IR,1.7,1W
20240802,SHIBOR1Y.IR,1.946,1Y
20240802,SHIBOR2W.IR,1.752,2W
20240802,SHIBOR3M.IR,1.853,3M
20240802,SHIBOR6M.IR,1.902,6M
20240802,SHIBOR9M.IR,1.93,9M
20240802,SHIBORON.IR,1.573,O/N
20240805,SHIBOR1M.IR,1.818,1M
20240805,SHIBOR1W.IR,1.694,1W
20240805,SHIBOR1Y.IR,1.937,1Y
20240805,SHIBOR2W.IR,1.714,2W
20240805,SHIBOR3M.IR,1.849,3M
20240805,SHIBOR6M.IR,1.899,6M
20240805,SHIBOR9M.IR,1.925,9M
20240805,SHIBORON.IR,1.585,O/N
20240806,SHIBOR1M.IR,1.813,1M
20240806,SHIBOR1W.IR,1.687,1W
20240806,SHIBOR1Y.IR,1.928,1Y
20240806,SHIBOR2W.IR,1.724,2W
20240806,SHIBOR3M.IR,1.844,3M
20240806,SHIBOR6M.IR,1.894,6M
20240806,SHIBOR9M.IR,1.917,9M
20240806,SHIBORON.IR,1.583,O/N
20240807,SHIBOR1M.IR,1.807,1M
20240807,SHIBOR1W.IR,1.708,1W
20240807,SHIBOR1Y.IR,1.923,1Y
20240807,SHIBOR2W.IR,1.714,2W
20240807,SHIBOR3M.IR,1.839,3M
20240807,SHIBOR6M.IR,1.888,6M
20240807,SHIBOR9M.IR,1.914,9M
20240807,SHIBORON.IR,1.617,O/N
20240808,SHIBOR1M.IR,1.805,1M
20240808,SHIBOR1W.IR,1.763,1W
20240808,SHIBOR1Y.IR,1.917,1Y
20240808,SHIBOR2W.IR,1.755,2W
20240808,SHIBOR3M.IR,1.835,3M
20240808,SHIBOR6M.IR,1.885,6M
20240808,SHIBOR9M.IR,1.908,9M
20240808,SHIBORON.IR,1.681,O/N
20240809,SHIBOR1M.IR,1.803,1M
20240809,SHIBOR1W.IR,1.795,1W
20240809,SHIBOR1Y.IR,1.916,1Y
20240809,SHIBOR2W.IR,1.839,2W
20240809,SHIBOR3M.IR,1.8335,3M
20240809,SHIBOR6M.IR,1.8835,6M
20240809,SHIBOR9M.IR,1.906,9M
20240809,SHIBORON.IR,1.778,O/N
20240812,SHIBOR1M.IR,1.806,1M
20240812,SHIBOR1W.IR,1.893,1W
20240812,SHIBOR1Y.IR,1.922,1Y
20240812,SHIBOR2W.IR,1.878,2W
20240812,SHIBOR3M.IR,1.833,3M
20240812,SHIBOR6M.IR,1.884,6M
20240812,SHIBOR9M.IR,1.9085,9M
20240812,SHIBORON.IR,1.951,O/N
20240813,SHIBOR1M.IR,1.813,1M
20240813,SHIBOR1W.IR,1.828,1W
20240813,SHIBOR1Y.IR,1.923,1Y
20240813,SHIBOR2W.IR,1.906,2W
20240813,SHIBOR3M.IR,1.837,3M
20240813,SHIBOR6M.IR,1.885,6M
20240813,SHIBOR9M.IR,1.91,9M
20240813,SHIBORON.IR,1.928,O/N
20240814,SHIBOR1M.IR,1.812,1M
20240814,SHIBOR1W.IR,1.869,1W
20240814,SHIBOR1Y.IR,1.923,1Y
20240814,SHIBOR2W.IR,1.921,2W
20240814,SHIBOR3M.IR,1.838,3M
20240814,SHIBOR6M.IR,1.884,6M
20240814,SHIBOR9M.IR,1.911,9M
20240814,SHIBORON.IR,1.842,O/N
20240815,SHIBOR1M.IR,1.811,1M
20240815,SHIBOR1W.IR,1.814,1W
20240815,SHIBOR1Y.IR,1.922,1Y
20240815,SHIBOR2W.IR,1.911,2W
20240815,SHIBOR3M.IR,1.84,3M
20240815,SHIBOR6M.IR,1.882,6M
20240815,SHIBOR9M.IR,1.91,9M
20240815,SHIBORON.IR,1.754,O/N
20240816,SHIBOR1M.IR,1.809,1M
20240816,SHIBOR1W.IR,1.811,1W
20240816,SHIBOR1Y.IR,1.922,1Y
20240816,SHIBOR2W.IR,1.879,2W
20240816,SHIBOR3M.IR,1.838,3M
20240816,SHIBOR6M.IR,1.883,6M
20240816,SHIBOR9M.IR,1.91,9M
20240816,SHIBORON.IR,1.7,O/N
20240819,SHIBOR1M.IR,1.81,1M
20240819,SHIBOR1W.IR,1.722,1W
20240819,SHIBOR1Y.IR,1.922,1Y
20240819,SHIBOR2W.IR,1.914,2W
20240819,SHIBOR3M.IR,1.837,3M
20240819,SHIBOR6M.IR,1.881,6M
20240819,SHIBOR9M.IR,1.911,9M
20240819,SHIBORON.IR,1.682,O/N
20240820,SHIBOR1M.IR,1.812,1M
20240820,SHIBOR1W.IR,1.761,1W
20240820,SHIBOR1Y.IR,1.926,1Y
20240820,SHIBOR2W.IR,1.919,2W
20240820,SHIBOR3M.IR,1.838,3M
20240820,SHIBOR6M.IR,1.88,6M
20240820,SHIBOR9M.IR,1.913,9M
20240820,SHIBORON.IR,1.712,O/N
20240821,SHIBOR1M.IR,1.812,1M
20240821,SHIBOR1W.IR,1.808,1W
20240821,SHIBOR1Y.IR,1.932,1Y
20240821,SHIBOR2W.IR,1.925,2W
20240821,SHIBOR3M.IR,1.84,3M
20240821,SHIBOR6M.IR,1.882,6M
20240821,SHIBOR9M.IR,1.915,9M
20240821,SHIBORON.IR,1.722,O/N
20240822,SHIBOR1M.IR,1.815,1M
20240822,SHIBOR1W.IR,1.821,1W
20240822,SHIBOR1Y.IR,1.936,1Y
20240822,SHIBOR2W.IR,1.94,2W
20240822,SHIBOR3M.IR,1.843,3M
20240822,SHIBOR6M.IR,1.886,6M
20240822,SHIBOR9M.IR,1.919,9M
20240822,SHIBORON.IR,1.765,O/N
20240823,SHIBOR1M.IR,1.819,1M
20240823,SHIBOR1W.IR,1.825,1W
20240823,SHIBOR1Y.IR,1.942,1Y
20240823,SHIBOR2W.IR,1.954,2W
20240823,SHIBOR3M.IR,1.844,3M
20240823,SHIBOR6M.IR,1.892,6M
20240823,SHIBOR9M.IR,1.92,9M
20240823,SHIBORON.IR,1.801,O/N
20240826,SHIBOR1M.IR,1.823,1M
20240826,SHIBOR1W.IR,1.936,1W
20240826,SHIBOR1Y.IR,1.945,1Y
20240826,SHIBOR2W.IR,1.955,2W
20240826,SHIBOR3M.IR,1.845,3M
20240826,SHIBOR6M.IR,1.894,6M
20240826,SHIBOR9M.IR,1.924,9M
20240826,SHIBORON.IR,1.862,O/N
20240827,SHIBOR1M.IR,1.824,1M
20240827,SHIBOR1W.IR,1.869,1W
20240827,SHIBOR1Y.IR,1.95,1Y
20240827,SHIBOR2W.IR,1.928,2W
20240827,SHIBOR3M.IR,1.849,3M
20240827,SHIBOR6M.IR,1.896,6M
20240827,SHIBOR9M.IR,1.927,9M
20240827,SHIBORON.IR,1.667,O/N
20240828,SHIBOR1M.IR,1.824,1M
20240828,SHIBOR1W.IR,1.758,1W
20240828,SHIBOR1Y.IR,1.956,1Y
20240828,SHIBOR2W.IR,1.904,2W
20240828,SHIBOR3M.IR,1.85,3M
20240828,SHIBOR6M.IR,1.9,6M
20240828,SHIBOR9M.IR,1.931,9M
20240828,SHIBORON.IR,1.52,O/N
20240829,SHIBOR1M.IR,1.822,1M
20240829,SHIBOR1W.IR,1.628,1W
20240829,SHIBOR1Y.IR,1.958,1Y
20240829,SHIBOR2W.IR,1.883,2W
20240829,SHIBOR3M.IR,1.85,3M
20240829,SHIBOR6M.IR,1.9,6M
20240829,SHIBOR9M.IR,1.93,9M
20240829,SHIBORON.IR,1.514,O/N
20240830,SHIBOR1M.IR,1.822,1M
20240830,SHIBOR1W.IR,1.647,1W
20240830,SHIBOR1Y.IR,1.961,1Y
20240830,SHIBOR2W.IR,1.819,2W
20240830,SHIBOR3M.IR,1.85,3M
20240830,SHIBOR6M.IR,1.9,6M
20240830,SHIBOR9M.IR,1.931,9M
20240830,SHIBORON.IR,1.529,O/N
20240902,SHIBOR1M.IR,1.821,1M
20240902,SHIBOR1W.IR,1.689,1W
20240902,SHIBOR1Y.IR,1.959,1Y
20240902,SHIBOR2W.IR,1.805,2W
20240902,SHIBOR3M.IR,1.85,3M
20240902,SHIBOR6M.IR,1.9,6M
20240902,SHIBOR9M.IR,1.93,9M
20240902,SHIBORON.IR,1.516,O/N
20240903,SHIBOR1M.IR,1.822,1M
20240903,SHIBOR1W.IR,1.68,1W
20240903,SHIBOR1Y.IR,1.96,1Y
20240903,SHIBOR2W.IR,1.783,2W
20240903,SHIBOR3M.IR,1.85,3M
20240903,SHIBOR6M.IR,1.902,6M
20240903,SHIBOR9M.IR,1.931,9M
20240903,SHIBORON.IR,1.568,O/N
20240904,SHIBOR1M.IR,1.823,1M
20240904,SHIBOR1W.IR,1.67,1W
20240904,SHIBOR1Y.IR,1.96,1Y
20240904,SHIBOR2W.IR,1.831,2W
20240904,SHIBOR3M.IR,1.85,3M
20240904,SHIBOR6M.IR,1.902,6M
20240904,SHIBOR9M.IR,1.932,9M
20240904,SHIBORON.IR,1.529,O/N
20240905,SHIBOR1M.IR,1.825,1M
20240905,SHIBOR1W.IR,1.68,1W
20240905,SHIBOR1Y.IR,1.96,1Y
20240905,SHIBOR2W.IR,1.855,2W
20240905,SHIBOR3M.IR,1.85,3M
20240905,SHIBOR6M.IR,1.901,6M
20240905,SHIBOR9M.IR,1.931,9M
20240905,SHIBORON.IR,1.578,O/N
20240906,SHIBOR1M.IR,1.831,1M
20240906,SHIBOR1W.IR,1.676,1W
20240906,SHIBOR1Y.IR,1.96,1Y
20240906,SHIBOR2W.IR,1.88,2W
20240906,SHIBOR3M.IR,1.85,3M
20240906,SHIBOR6M.IR,1.901,6M
20240906,SHIBOR9M.IR,1.931,9M
20240906,SHIBORON.IR,1.716,O/N
20240909,SHIBOR1M.IR,1.831,1M
20240909,SHIBOR1W.IR,1.833,1W
20240909,SHIBOR1Y.IR,1.962,1Y
20240909,SHIBOR2W.IR,1.821,2W
20240909,SHIBOR3M.IR,1.85,3M
20240909,SHIBOR6M.IR,1.903,6M
20240909,SHIBOR9M.IR,1.933,9M
20240909,SHIBORON.IR,1.8,O/N
20240910,SHIBOR1M.IR,1.832,1M
20240910,SHIBOR1W.IR,1.834,1W
20240910,SHIBOR1Y.IR,1.962,1Y
20240910,SHIBOR2W.IR,1.826,2W
20240910,SHIBOR3M.IR,1.851,3M
20240910,SHIBOR6M.IR,1.906,6M
20240910,SHIBOR9M.IR,1.934,9M
20240910,SHIBORON.IR,1.955,O/N
20240911,SHIBOR1M.IR,1.834,1M
20240911,SHIBOR1W.IR,1.776,1W
20240911,SHIBOR1Y.IR,1.962,1Y
20240911,SHIBOR2W.IR,1.92,2W
20240911,SHIBOR3M.IR,1.851,3M
20240911,SHIBOR6M.IR,1.914,6M
20240911,SHIBOR9M.IR,1.934,9M
20240911,SHIBORON.IR,1.773,O/N
20240912,SHIBOR1M.IR,1.83,1M
20240912,SHIBOR1W.IR,1.794,1W
20240912,SHIBOR1Y.IR,1.96,1Y
20240912,SHIBOR2W.IR,1.903,2W
20240912,SHIBOR3M.IR,1.85,3M
20240912,SHIBOR6M.IR,1.912,6M
20240912,SHIBOR9M.IR,1.932,9M
20240912,SHIBORON.IR,1.777,O/N
20240913,SHIBOR1M.IR,1.83,1M
20240913,SHIBOR1W.IR,1.806,1W
20240913,SHIBOR1Y.IR,1.96,1Y
20240913,SHIBOR2W.IR,1.872,2W
20240913,SHIBOR3M.IR,1.85,3M
20240913,SHIBOR6M.IR,1.91,6M
20240913,SHIBOR9M.IR,1.932,9M
20240913,SHIBORON.IR,1.656,O/N
20240914,SHIBOR1M.IR,1.83,1M
20240914,SHIBOR1W.IR,1.746,1W
20240914,SHIBOR1Y.IR,1.9585,1Y
20240914,SHIBOR2W.IR,1.854,2W
20240914,SHIBOR3M.IR,1.85,3M
20240914,SHIBOR6M.IR,1.91,6M
20240914,SHIBOR9M.IR,1.93,9M
20240914,SHIBORON.IR,1.611,O/N
20240918,SHIBOR1M.IR,1.831,1M
20240918,SHIBOR1W.IR,1.86,1W
20240918,SHIBOR1Y.IR,1.958,1Y
20240918,SHIBOR2W.IR,1.867,2W
20240918,SHIBOR3M.IR,1.85,3M
20240918,SHIBOR6M.IR,1.91,6M
20240918,SHIBOR9M.IR,1.93,9M
20240918,SHIBORON.IR,1.744,O/N
20240919,SHIBOR1M.IR,1.833,1M
20240919,SHIBOR1W.IR,1.947,1W
20240919,SHIBOR1Y.IR,1.957,1Y
20240919,SHIBOR2W.IR,1.911,2W
20240919,SHIBOR3M.IR,1.851,3M
20240919,SHIBOR6M.IR,1.911,6M
20240919,SHIBOR9M.IR,1.93,9M
20240919,SHIBORON.IR,1.879,O/N
20240920,SHIBOR1M.IR,1.834,1M
20240920,SHIBOR1W.IR,1.929,1W
20240920,SHIBOR1Y.IR,1.958,1Y
20240920,SHIBOR2W.IR,1.993,2W
20240920,SHIBOR3M.IR,1.852,3M
20240920,SHIBOR6M.IR,1.914,6M
20240920,SHIBOR9M.IR,1.931,9M
20240920,SHIBORON.IR,1.932,O/N
20240923,SHIBOR1M.IR,1.837,1M
20240923,SHIBOR1W.IR,1.859,1W
20240923,SHIBOR1Y.IR,1.957,1Y
20240923,SHIBOR2W.IR,2.004,2W
20240923,SHIBOR3M.IR,1.854,3M
20240923,SHIBOR6M.IR,1.913,6M
20240923,SHIBOR9M.IR,1.932,9M
20240923,SHIBORON.IR,1.921,O/N
20240924,SHIBOR1M.IR,1.836,1M
20240924,SHIBOR1W.IR,1.92,1W
20240924,SHIBOR1Y.IR,1.943,1Y
20240924,SHIBOR2W.IR,1.973,2W
20240924,SHIBOR3M.IR,1.85,3M
20240924,SHIBOR6M.IR,1.905,6M
20240924,SHIBOR9M.IR,1.92,9M
20240924,SHIBORON.IR,1.785,O/N
20240925,SHIBOR1M.IR,1.83,1M
20240925,SHIBOR1W.IR,1.873,1W
20240925,SHIBOR1Y.IR,1.932,1Y
20240925,SHIBOR2W.IR,1.923,2W
20240925,SHIBOR3M.IR,1.845,3M
20240925,SHIBOR6M.IR,1.898,6M
20240925,SHIBOR9M.IR,1.914,9M
20240925,SHIBORON.IR,1.643,O/N
20240926,SHIBOR1M.IR,1.825,1M
20240926,SHIBOR1W.IR,1.838,1W
20240926,SHIBOR1Y.IR,1.926,1Y
20240926,SHIBOR2W.IR,1.918,2W
20240926,SHIBOR3M.IR,1.836,3M
20240926,SHIBOR6M.IR,1.891,6M
