交易日期,证券代码,利率,期限
20201106,SHIBOR9M.IR,3.153,9M
20201106,SHIBORON.IR,1.79,O/N
20201109,SHIBOR1M.IR,2.646,1M
20201109,SHIBOR1W.IR,2.272,1W
20201109,SHIBOR1Y.IR,3.2,1Y
20201109,SHIBOR2W.IR,2.379,2W
20201109,SHIBOR3M.IR,3.001,3M
20201109,SHIBOR6M.IR,3.054,6M
20201109,SHIBOR9M.IR,3.153,9M
20201109,SHIBORON.IR,2.193,O/N
20201110,SHIBOR1M.IR,2.636,1M
20201110,SHIBOR1W.IR,2.269,1W
20201110,SHIBOR1Y.IR,3.201,1Y
20201110,SHIBOR2W.IR,2.524,2W
20201110,SHIBOR3M.IR,3.002,3M
20201110,SHIBOR6M.IR,3.055,6M
20201110,SHIBOR9M.IR,3.154,9M
20201110,SHIBORON.IR,2.333,O/N
20201111,SHIBOR1M.IR,2.646,1M
20201111,SHIBOR1W.IR,2.306,1W
20201111,SHIBOR1Y.IR,3.201,1Y
20201111,SHIBOR2W.IR,2.583,2W
20201111,SHIBOR3M.IR,3.002,3M
20201111,SHIBOR6M.IR,3.056,6M
20201111,SHIBOR9M.IR,3.156,9M
20201111,SHIBORON.IR,2.314,O/N
20201112,SHIBOR1M.IR,2.671,1M
20201112,SHIBOR1W.IR,2.335,1W
20201112,SHIBOR1Y.IR,3.204,1Y
20201112,SHIBOR2W.IR,2.675,2W
20201112,SHIBOR3M.IR,3.002,3M
20201112,SHIBOR6M.IR,3.057,6M
20201112,SHIBOR9M.IR,3.161,9M
20201112,SHIBORON.IR,2.521,O/N
20201113,SHIBOR1M.IR,2.679,1M
20201113,SHIBOR1W.IR,2.433,1W
20201113,SHIBOR1Y.IR,3.205,1Y
20201113,SHIBOR2W.IR,2.842,2W
20201113,SHIBOR3M.IR,3.003,3M
20201113,SHIBOR6M.IR,3.058,6M
20201113,SHIBOR9M.IR,3.166,9M
20201113,SHIBORON.IR,2.523,O/N
20201116,SHIBOR1M.IR,2.682,1M
20201116,SHIBOR1W.IR,2.339,1W
20201116,SHIBOR1Y.IR,3.207,1Y
20201116,SHIBOR2W.IR,2.86,2W
20201116,SHIBOR3M.IR,3.002,3M
20201116,SHIBOR6M.IR,3.058,6M
20201116,SHIBOR9M.IR,3.169,9M
20201116,SHIBORON.IR,2.252,O/N
20201117,SHIBOR1M.IR,2.686,1M
20201117,SHIBOR1W.IR,2.238,1W
20201117,SHIBOR1Y.IR,3.21,1Y
20201117,SHIBOR2W.IR,2.527,2W
20201117,SHIBOR3M.IR,3.003,3M
20201117,SHIBOR6M.IR,3.064,6M
20201117,SHIBOR9M.IR,3.171,9M
20201117,SHIBORON.IR,1.798,O/N
20201118,SHIBOR1M.IR,2.689,1M
20201118,SHIBOR1W.IR,2.21,1W
20201118,SHIBOR1Y.IR,3.22,1Y
20201118,SHIBOR2W.IR,2.501,2W
20201118,SHIBOR3M.IR,3.009,3M
20201118,SHIBOR6M.IR,3.074,6M
20201118,SHIBOR9M.IR,3.178,9M
20201118,SHIBORON.IR,1.72,O/N
20201119,SHIBOR1M.IR,2.69,1M
20201119,SHIBOR1W.IR,2.231,1W
20201119,SHIBOR1Y.IR,3.23,1Y
20201119,SHIBOR2W.IR,2.564,2W
20201119,SHIBOR3M.IR,3.014,3M
20201119,SHIBOR6M.IR,3.079,6M
20201119,SHIBOR9M.IR,3.189,9M
20201119,SHIBORON.IR,1.918,O/N
20201120,SHIBOR1M.IR,2.702,1M
20201120,SHIBOR1W.IR,2.228,1W
20201120,SHIBOR1Y.IR,3.242,1Y
20201120,SHIBOR2W.IR,2.646,2W
20201120,SHIBOR3M.IR,3.021,3M
20201120,SHIBOR6M.IR,3.092,6M
20201120,SHIBOR9M.IR,3.196,9M
20201120,SHIBORON.IR,1.959,O/N
20201123,SHIBOR1M.IR,2.703,1M
20201123,SHIBOR1W.IR,2.193,1W
20201123,SHIBOR1Y.IR,3.253,1Y
20201123,SHIBOR2W.IR,2.773,2W
20201123,SHIBOR3M.IR,3.047,3M
20201123,SHIBOR6M.IR,3.109,6M
20201123,SHIBOR9M.IR,3.203,9M
20201123,SHIBORON.IR,1.839,O/N
20201124,SHIBOR1M.IR,2.713,1M
20201124,SHIBOR1W.IR,2.232,1W
20201124,SHIBOR1Y.IR,3.255,1Y
20201124,SHIBOR2W.IR,2.784,2W
20201124,SHIBOR3M.IR,3.069,3M
20201124,SHIBOR6M.IR,3.124,6M
20201124,SHIBOR9M.IR,3.207,9M
20201124,SHIBORON.IR,1.828,O/N
20201125,SHIBOR1M.IR,2.716,1M
20201125,SHIBOR1W.IR,2.224,1W
20201125,SHIBOR1Y.IR,3.266,1Y
20201125,SHIBOR2W.IR,2.84,2W
20201125,SHIBOR3M.IR,3.077,3M
20201125,SHIBOR6M.IR,3.137,6M
20201125,SHIBOR9M.IR,3.219,9M
20201125,SHIBORON.IR,1.578,O/N
20201126,SHIBOR1M.IR,2.718,1M
20201126,SHIBOR1W.IR,2.294,1W
20201126,SHIBOR1Y.IR,3.278,1Y
20201126,SHIBOR2W.IR,2.812,2W
20201126,SHIBOR3M.IR,3.113,3M
20201126,SHIBOR6M.IR,3.164,6M
20201126,SHIBOR9M.IR,3.235,9M
20201126,SHIBORON.IR,1.298,O/N
20201127,SHIBOR1M.IR,2.734,1M
20201127,SHIBOR1W.IR,2.336,1W
20201127,SHIBOR1Y.IR,3.289,1Y
20201127,SHIBOR2W.IR,2.815,2W
20201127,SHIBOR3M.IR,3.136,3M
20201127,SHIBOR6M.IR,3.181,6M
20201127,SHIBOR9M.IR,3.25,9M
20201127,SHIBORON.IR,0.836,O/N
20201130,SHIBOR1M.IR,2.743,1M
20201130,SHIBOR1W.IR,2.356,1W
20201130,SHIBOR1Y.IR,3.291,1Y
20201130,SHIBOR2W.IR,2.755,2W
20201130,SHIBOR3M.IR,3.123,3M
20201130,SHIBOR6M.IR,3.183,6M
20201130,SHIBOR9M.IR,3.246,9M
20201130,SHIBORON.IR,1.115,O/N
20201201,SHIBOR1M.IR,2.717,1M
20201201,SHIBOR1W.IR,1.972,1W
20201201,SHIBOR1Y.IR,3.274,1Y
20201201,SHIBOR2W.IR,2.121,2W
20201201,SHIBOR3M.IR,3.109,3M
20201201,SHIBOR6M.IR,3.17,6M
20201201,SHIBOR9M.IR,3.224,9M
20201201,SHIBORON.IR,0.764,O/N
20201202,SHIBOR1M.IR,2.703,1M
20201202,SHIBOR1W.IR,1.925,1W
20201202,SHIBOR1Y.IR,3.265,1Y
20201202,SHIBOR2W.IR,1.987,2W
20201202,SHIBOR3M.IR,3.103,3M
20201202,SHIBOR6M.IR,3.163,6M
20201202,SHIBOR9M.IR,3.216,9M
20201202,SHIBORON.IR,0.742,O/N
20201203,SHIBOR1M.IR,2.706,1M
20201203,SHIBOR1W.IR,2.104,1W
20201203,SHIBOR1Y.IR,3.261,1Y
20201203,SHIBOR2W.IR,1.975,2W
20201203,SHIBOR3M.IR,3.089,3M
20201203,SHIBOR6M.IR,3.159,6M
20201203,SHIBOR9M.IR,3.21,9M
20201203,SHIBORON.IR,0.901,O/N
20201204,SHIBOR1M.IR,2.696,1M
20201204,SHIBOR1W.IR,2.116,1W
20201204,SHIBOR1Y.IR,3.2578,1Y
20201204,SHIBOR2W.IR,2.017,2W
20201204,SHIBOR3M.IR,3.083,3M
20201204,SHIBOR6M.IR,3.156,6M
20201204,SHIBOR9M.IR,3.2065,9M
20201204,SHIBORON.IR,1.086,O/N
20201207,SHIBOR1M.IR,2.7,1M
20201207,SHIBOR1W.IR,2.119,1W
20201207,SHIBOR1Y.IR,3.257,1Y
20201207,SHIBOR2W.IR,2.032,2W
20201207,SHIBOR3M.IR,3.076,3M
20201207,SHIBOR6M.IR,3.155,6M
20201207,SHIBOR9M.IR,3.206,9M
20201207,SHIBORON.IR,1.366,O/N
20201208,SHIBOR1M.IR,2.702,1M
20201208,SHIBOR1W.IR,2.101,1W
20201208,SHIBOR1Y.IR,3.259,1Y
20201208,SHIBOR2W.IR,2.052,2W
20201208,SHIBOR3M.IR,3.073,3M
20201208,SHIBOR6M.IR,3.155,6M
20201208,SHIBOR9M.IR,3.206,9M
20201208,SHIBORON.IR,1.302,O/N
20201209,SHIBOR1M.IR,2.714,1M
20201209,SHIBOR1W.IR,2.074,1W
20201209,SHIBOR1Y.IR,3.256,1Y
20201209,SHIBOR2W.IR,2.042,2W
20201209,SHIBOR3M.IR,3.05,3M
20201209,SHIBOR6M.IR,3.154,6M
20201209,SHIBOR9M.IR,3.206,9M
20201209,SHIBORON.IR,1.065,O/N
20201210,SHIBOR1M.IR,2.712,1M
20201210,SHIBOR1W.IR,2.063,1W
20201210,SHIBOR1Y.IR,3.247,1Y
20201210,SHIBOR2W.IR,1.973,2W
20201210,SHIBOR3M.IR,3.024,3M
20201210,SHIBOR6M.IR,3.142,6M
20201210,SHIBOR9M.IR,3.2,9M
20201210,SHIBORON.IR,0.979,O/N
20201211,SHIBOR1M.IR,2.712,1M
20201211,SHIBOR1W.IR,2.178,1W
20201211,SHIBOR1Y.IR,3.239,1Y
20201211,SHIBOR2W.IR,1.978,2W
20201211,SHIBOR3M.IR,3.016,3M
20201211,SHIBOR6M.IR,3.13,6M
20201211,SHIBOR9M.IR,3.195,9M
20201211,SHIBORON.IR,1.431,O/N
20201214,SHIBOR1M.IR,2.722,1M
20201214,SHIBOR1W.IR,2.143,1W
20201214,SHIBOR1Y.IR,3.231,1Y
20201214,SHIBOR2W.IR,2.046,2W
20201214,SHIBOR3M.IR,3.0,3M
20201214,SHIBOR6M.IR,3.1,6M
20201214,SHIBOR9M.IR,3.187,9M
20201214,SHIBORON.IR,1.702,O/N
20201215,SHIBOR1M.IR,2.725,1M
20201215,SHIBOR1W.IR,2.062,1W
20201215,SHIBOR1Y.IR,3.2,1Y
20201215,SHIBOR2W.IR,1.999,2W
20201215,SHIBOR3M.IR,2.983,3M
20201215,SHIBOR6M.IR,3.071,6M
20201215,SHIBOR9M.IR,3.156,9M
20201215,SHIBORON.IR,1.403,O/N
20201216,SHIBOR1M.IR,2.723,1M
20201216,SHIBOR1W.IR,1.815,1W
20201216,SHIBOR1Y.IR,3.149,1Y
20201216,SHIBOR2W.IR,1.9,2W
20201216,SHIBOR3M.IR,2.952,3M
20201216,SHIBOR6M.IR,3.024,6M
20201216,SHIBOR9M.IR,3.112,9M
20201216,SHIBORON.IR,0.974,O/N
20201217,SHIBOR1M.IR,2.717,1M
20201217,SHIBOR1W.IR,1.961,1W
20201217,SHIBOR1Y.IR,3.099,1Y
20201217,SHIBOR2W.IR,1.937,2W
20201217,SHIBOR3M.IR,2.905,3M
20201217,SHIBOR6M.IR,2.97,6M
20201217,SHIBOR9M.IR,3.065,9M
20201217,SHIBORON.IR,1.356,O/N
20201218,SHIBOR1M.IR,2.716,1M
20201218,SHIBOR1W.IR,2.148,1W
20201218,SHIBOR1Y.IR,3.066,1Y
20201218,SHIBOR2W.IR,2.267,2W
20201218,SHIBOR3M.IR,2.855,3M
20201218,SHIBOR6M.IR,2.922,6M
20201218,SHIBOR9M.IR,3.03,9M
20201218,SHIBORON.IR,1.723,O/N
20201221,SHIBOR1M.IR,2.717,1M
20201221,SHIBOR1W.IR,2.05,1W
20201221,SHIBOR1Y.IR,3.047,1Y
20201221,SHIBOR2W.IR,2.862,2W
20201221,SHIBOR3M.IR,2.818,3M
20201221,SHIBOR6M.IR,2.887,6M
20201221,SHIBOR9M.IR,3.008,9M
20201221,SHIBORON.IR,1.489,O/N
20201222,SHIBOR1M.IR,2.714,1M
20201222,SHIBOR1W.IR,2.061,1W
20201222,SHIBOR1Y.IR,3.04,1Y
20201222,SHIBOR2W.IR,2.94,2W
20201222,SHIBOR3M.IR,2.796,3M
20201222,SHIBOR6M.IR,2.868,6M
20201222,SHIBOR9M.IR,2.992,9M
20201222,SHIBORON.IR,1.015,O/N
20201223,SHIBOR1M.IR,2.708,1M
20201223,SHIBOR1W.IR,2.064,1W
20201223,SHIBOR1Y.IR,3.033,1Y
20201223,SHIBOR2W.IR,2.846,2W
20201223,SHIBOR3M.IR,2.787,3M
20201223,SHIBOR6M.IR,2.854,6M
20201223,SHIBOR9M.IR,2.974,9M
20201223,SHIBORON.IR,0.623,O/N
20201224,SHIBOR1M.IR,2.703,1M
20201224,SHIBOR1W.IR,1.774,1W
20201224,SHIBOR1Y.IR,3.029,1Y
20201224,SHIBOR2W.IR,2.798,2W
20201224,SHIBOR3M.IR,2.776,3M
20201224,SHIBOR6M.IR,2.849,6M
20201224,SHIBOR9M.IR,2.962,9M
20201224,SHIBORON.IR,0.609,O/N
20201225,SHIBOR1M.IR,2.702,1M
20201225,SHIBOR1W.IR,2.151,1W
20201225,SHIBOR1Y.IR,3.015,1Y
20201225,SHIBOR2W.IR,2.829,2W
20201225,SHIBOR3M.IR,2.766,3M
20201225,SHIBOR6M.IR,2.84,6M
20201225,SHIBOR9M.IR,2.955,9M
20201225,SHIBORON.IR,0.793,O/N
20201228,SHIBOR1M.IR,2.702,1M
20201228,SHIBOR1W.IR,2.133,1W
20201228,SHIBOR1Y.IR,3.009,1Y
20201228,SHIBOR2W.IR,2.865,2W
20201228,SHIBOR3M.IR,2.761,3M
20201228,SHIBOR6M.IR,2.838,6M
20201228,SHIBOR9M.IR,2.948,9M
20201228,SHIBORON.IR,0.673,O/N
20201229,SHIBOR1M.IR,2.702,1M
20201229,SHIBOR1W.IR,2.264,1W
20201229,SHIBOR1Y.IR,3.001,1Y
20201229,SHIBOR2W.IR,2.805,2W
20201229,SHIBOR3M.IR,2.757,3M
20201229,SHIBOR6M.IR,2.837,6M
20201229,SHIBOR9M.IR,2.946,9M
20201229,SHIBORON.IR,0.624,O/N
20201230,SHIBOR1M.IR,2.702,1M
20201230,SHIBOR1W.IR,2.308,1W
20201230,SHIBOR1Y.IR,3.0,1Y
20201230,SHIBOR2W.IR,2.964,2W
20201230,SHIBOR3M.IR,2.755,3M
20201230,SHIBOR6M.IR,2.837,6M
20201230,SHIBOR9M.IR,2.946,9M
20201230,SHIBORON.IR,0.644,O/N
20201231,SHIBOR1M.IR,2.702,1M
20201231,SHIBOR1W.IR,2.381,1W
20201231,SHIBOR1Y.IR,3.0,1Y
20201231,SHIBOR2W.IR,3.025,2W
20201231,SHIBOR3M.IR,2.756,3M
20201231,SHIBOR6M.IR,2.838,6M
20201231,SHIBOR9M.IR,2.939,9M
20201231,SHIBORON.IR,1.093,O/N
20210104,SHIBOR1M.IR,2.642,1M
20210104,SHIBOR1W.IR,1.993,1W
20210104,SHIBOR1Y.IR,2.993,1Y
20210104,SHIBOR2W.IR,2.021,2W
20210104,SHIBOR3M.IR,2.746,3M
20210104,SHIBOR6M.IR,2.829,6M
20210104,SHIBOR9M.IR,2.926,9M
20210104,SHIBORON.IR,0.899,O/N
20210105,SHIBOR1M.IR,2.577,1M
20210105,SHIBOR1W.IR,1.822,1W
20210105,SHIBOR1Y.IR,2.985,1Y
20210105,SHIBOR2W.IR,1.856,2W
20210105,SHIBOR3M.IR,2.734,3M
20210105,SHIBOR6M.IR,2.816,6M
20210105,SHIBOR9M.IR,2.913,9M
20210105,SHIBORON.IR,0.729,O/N
20210106,SHIBOR1M.IR,2.529,1M
20210106,SHIBOR1W.IR,1.966,1W
20210106,SHIBOR1Y.IR,2.962,1Y
20210106,SHIBOR2W.IR,1.788,2W
20210106,SHIBOR3M.IR,2.707,3M
20210106,SHIBOR6M.IR,2.792,6M
20210106,SHIBOR9M.IR,2.889,9M
20210106,SHIBORON.IR,0.616,O/N
20210107,SHIBOR1M.IR,2.491,1M
20210107,SHIBOR1W.IR,1.855,1W
20210107,SHIBOR1Y.IR,2.936,1Y
20210107,SHIBOR2W.IR,1.742,2W
20210107,SHIBOR3M.IR,2.677,3M
20210107,SHIBOR6M.IR,2.769,6M
20210107,SHIBOR9M.IR,2.863,9M
20210107,SHIBORON.IR,0.921,O/N
20210108,SHIBOR1M.IR,2.468,1M
20210108,SHIBOR1W.IR,2.141,1W
20210108,SHIBOR1Y.IR,2.91,1Y
20210108,SHIBOR2W.IR,1.793,2W
20210108,SHIBOR3M.IR,2.645,3M
20210108,SHIBOR6M.IR,2.738,6M
20210108,SHIBOR9M.IR,2.837,9M
20210108,SHIBORON.IR,0.965,O/N
20210111,SHIBOR1M.IR,2.447,1M
20210111,SHIBOR1W.IR,2.148,1W
20210111,SHIBOR1Y.IR,2.889,1Y
20210111,SHIBOR2W.IR,1.821,2W
20210111,SHIBOR3M.IR,2.618,3M
20210111,SHIBOR6M.IR,2.715,6M
20210111,SHIBOR9M.IR,2.814,9M
20210111,SHIBORON.IR,1.216,O/N
20210112,SHIBOR1M.IR,2.432,1M
20210112,SHIBOR1W.IR,1.985,1W
20210112,SHIBOR1Y.IR,2.88,1Y
20210112,SHIBOR2W.IR,1.923,2W
20210112,SHIBOR3M.IR,2.599,3M
20210112,SHIBOR6M.IR,2.703,6M
20210112,SHIBOR9M.IR,2.802,9M
20210112,SHIBORON.IR,1.333,O/N
20210113,SHIBOR1M.IR,2.412,1M
20210113,SHIBOR1W.IR,1.999,1W
20210113,SHIBOR1Y.IR,2.871,1Y
20210113,SHIBOR2W.IR,1.951,2W
20210113,SHIBOR3M.IR,2.59,3M
20210113,SHIBOR6M.IR,2.697,6M
20210113,SHIBOR9M.IR,2.799,9M
20210113,SHIBORON.IR,1.401,O/N
20210114,SHIBOR1M.IR,2.404,1M
20210114,SHIBOR1W.IR,2.013,1W
20210114,SHIBOR1Y.IR,2.864,1Y
20210114,SHIBOR2W.IR,1.937,2W
20210114,SHIBOR3M.IR,2.582,3M
20210114,SHIBOR6M.IR,2.697,6M
20210114,SHIBOR9M.IR,2.797,9M
20210114,SHIBORON.IR,1.675,O/N
20210115,SHIBOR1M.IR,2.39,1M
20210115,SHIBOR1W.IR,2.124,1W
20210115,SHIBOR1Y.IR,2.859,1Y
20210115,SHIBOR2W.IR,1.99,2W
20210115,SHIBOR3M.IR,2.581,3M
20210115,SHIBOR6M.IR,2.694,6M
20210115,SHIBOR9M.IR,2.795,9M
20210115,SHIBORON.IR,1.738,O/N
20210118,SHIBOR1M.IR,2.388,1M
20210118,SHIBOR1W.IR,2.177,1W
20210118,SHIBOR1Y.IR,2.857,1Y
20210118,SHIBOR2W.IR,2.141,2W
20210118,SHIBOR3M.IR,2.578,3M
20210118,SHIBOR6M.IR,2.69,6M
20210118,SHIBOR9M.IR,2.793,9M
20210118,SHIBORON.IR,2.125,O/N
20210119,SHIBOR1M.IR,2.396,1M
20210119,SHIBOR1W.IR,2.267,1W
20210119,SHIBOR1Y.IR,2.858,1Y
20210119,SHIBOR2W.IR,2.248,2W
20210119,SHIBOR3M.IR,2.573,3M
20210119,SHIBOR6M.IR,2.685,6M
20210119,SHIBOR9M.IR,2.785,9M
20210119,SHIBORON.IR,2.236,O/N
20210120,SHIBOR1M.IR,2.464,1M
20210120,SHIBOR1W.IR,2.493,1W
20210120,SHIBOR1Y.IR,2.866,1Y
20210120,SHIBOR2W.IR,2.619,2W
20210120,SHIBOR3M.IR,2.575,3M
20210120,SHIBOR6M.IR,2.688,6M
20210120,SHIBOR9M.IR,2.789,9M
20210120,SHIBORON.IR,2.457,O/N
20210121,SHIBOR1M.IR,2.489,1M
20210121,SHIBOR1W.IR,2.359,1W
20210121,SHIBOR1Y.IR,2.875,1Y
20210121,SHIBOR2W.IR,2.651,2W
20210121,SHIBOR3M.IR,2.578,3M
20210121,SHIBOR6M.IR,2.688,6M
20210121,SHIBOR9M.IR,2.789,9M
20210121,SHIBORON.IR,2.573,O/N
20210122,SHIBOR1M.IR,2.503,1M
20210122,SHIBOR1W.IR,2.271,1W
20210122,SHIBOR1Y.IR,2.883,1Y
20210122,SHIBOR2W.IR,2.601,2W
20210122,SHIBOR3M.IR,2.578,3M
20210122,SHIBOR6M.IR,2.688,6M
20210122,SHIBOR9M.IR,2.789,9M
20210122,SHIBORON.IR,2.436,O/N
20210125,SHIBOR1M.IR,2.512,1M
20210125,SHIBOR1W.IR,2.296,1W
20210125,SHIBOR1Y.IR,2.892,1Y
20210125,SHIBOR2W.IR,2.681,2W
20210125,SHIBOR3M.IR,2.579,3M
20210125,SHIBOR6M.IR,2.691,6M
20210125,SHIBOR9M.IR,2.791,9M
20210125,SHIBORON.IR,2.45,O/N
20210126,SHIBOR1M.IR,2.547,1M
20210126,SHIBOR1W.IR,2.728,1W
20210126,SHIBOR1Y.IR,2.906,1Y
20210126,SHIBOR2W.IR,2.853,2W
20210126,SHIBOR3M.IR,2.589,3M
20210126,SHIBOR6M.IR,2.699,6M
20210126,SHIBOR9M.IR,2.802,9M
20210126,SHIBORON.IR,2.726,O/N
20210127,SHIBOR1M.IR,2.632,1M
20210127,SHIBOR1W.IR,2.969,1W
20210127,SHIBOR1Y.IR,2.936,1Y
20210127,SHIBOR2W.IR,3.064,2W
20210127,SHIBOR3M.IR,2.619,3M
20210127,SHIBOR6M.IR,2.707,6M
20210127,SHIBOR9M.IR,2.827,9M
20210127,SHIBORON.IR,2.97,O/N
20210128,SHIBOR1M.IR,2.708,1M
20210128,SHIBOR1W.IR,2.981,1W
20210128,SHIBOR1Y.IR,2.962,1Y
20210128,SHIBOR2W.IR,3.555,2W
20210128,SHIBOR3M.IR,2.705,3M
20210128,SHIBOR6M.IR,2.756,6M
20210128,SHIBOR9M.IR,2.859,9M
20210128,SHIBORON.IR,3.024,O/N
20210129,SHIBOR1M.IR,2.832,1M
20210129,SHIBOR1W.IR,3.071,1W
20210129,SHIBOR1Y.IR,2.989,1Y
20210129,SHIBOR2W.IR,3.798,2W
20210129,SHIBOR3M.IR,2.765,3M
20210129,SHIBOR6M.IR,2.796,6M
20210129,SHIBOR9M.IR,2.896,9M
20210129,SHIBORON.IR,3.282,O/N
20210201,SHIBOR1M.IR,2.85,1M
20210201,SHIBOR1W.IR,3.194,1W
20210201,SHIBOR1Y.IR,2.998,1Y
20210201,SHIBOR2W.IR,3.283,2W
20210201,SHIBOR3M.IR,2.773,3M
20210201,SHIBOR6M.IR,2.802,6M
20210201,SHIBOR9M.IR,2.902,9M
20210201,SHIBORON.IR,2.795,O/N
20210202,SHIBOR1M.IR,2.807,1M
20210202,SHIBOR1W.IR,2.241,1W
20210202,SHIBOR1Y.IR,3.003,1Y
20210202,SHIBOR2W.IR,2.715,2W
20210202,SHIBOR3M.IR,2.775,3M
20210202,SHIBOR6M.IR,2.805,6M
20210202,SHIBOR9M.IR,2.91,9M
20210202,SHIBORON.IR,2.313,O/N
20210203,SHIBOR1M.IR,2.772,1M
20210203,SHIBOR1W.IR,2.146,1W
20210203,SHIBOR1Y.IR,3.002,1Y
20210203,SHIBOR2W.IR,2.585,2W
20210203,SHIBOR3M.IR,2.776,3M
20210203,SHIBOR6M.IR,2.807,6M
20210203,SHIBOR9M.IR,2.916,9M
20210203,SHIBORON.IR,1.859,O/N
20210204,SHIBOR1M.IR,2.752,1M
20210204,SHIBOR1W.IR,2.324,1W
20210204,SHIBOR1Y.IR,3.002,1Y
20210204,SHIBOR2W.IR,2.644,2W
20210204,SHIBOR3M.IR,2.776,3M
20210204,SHIBOR6M.IR,2.807,6M
20210204,SHIBOR9M.IR,2.92,9M
20210204,SHIBORON.IR,2.075,O/N
20210205,SHIBOR1M.IR,2.753,1M
20210205,SHIBOR1W.IR,2.338,1W
20210205,SHIBOR1Y.IR,3.007,1Y
20210205,SHIBOR2W.IR,2.877,2W
20210205,SHIBOR3M.IR,2.779,3M
20210205,SHIBOR6M.IR,2.807,6M
20210205,SHIBOR9M.IR,2.932,9M
20210205,SHIBORON.IR,1.909,O/N
20210207,SHIBOR1M.IR,2.752,1M
20210207,SHIBOR1W.IR,2.349,1W
20210207,SHIBOR1Y.IR,3.013,1Y
20210207,SHIBOR2W.IR,2.768,2W
20210207,SHIBOR3M.IR,2.78,3M
20210207,SHIBOR6M.IR,2.808,6M
20210207,SHIBOR9M.IR,2.943,9M
20210207,SHIBORON.IR,1.573,O/N
20210208,SHIBOR1M.IR,2.755,1M
20210208,SHIBOR1W.IR,2.341,1W
20210208,SHIBOR1Y.IR,3.024,1Y
20210208,SHIBOR2W.IR,2.762,2W
20210208,SHIBOR3M.IR,2.791,3M
20210208,SHIBOR6M.IR,2.828,6M
20210208,SHIBOR9M.IR,2.95,9M
20210208,SHIBORON.IR,1.906,O/N
20210209,SHIBOR1M.IR,2.759,1M
20210209,SHIBOR1W.IR,2.425,1W
20210209,SHIBOR1Y.IR,3.034,1Y
20210209,SHIBOR2W.IR,2.732,2W
20210209,SHIBOR3M.IR,2.808,3M
20210209,SHIBOR6M.IR,2.85,6M
20210209,SHIBOR9M.IR,2.953,9M
20210209,SHIBORON.IR,1.772,O/N
20210210,SHIBOR1M.IR,2.754,1M
20210210,SHIBOR1W.IR,2.217,1W
20210210,SHIBOR1Y.IR,3.038,1Y
20210210,SHIBOR2W.IR,2.383,2W
20210210,SHIBOR3M.IR,2.812,3M
20210210,SHIBOR6M.IR,2.862,6M
20210210,SHIBOR9M.IR,2.953,9M
20210210,SHIBORON.IR,1.925,O/N
20210218,SHIBOR1M.IR,2.753,1M
20210218,SHIBOR1W.IR,2.213,1W
20210218,SHIBOR1Y.IR,3.038,1Y
20210218,SHIBOR2W.IR,2.292,2W
20210218,SHIBOR3M.IR,2.815,3M
20210218,SHIBOR6M.IR,2.866,6M
20210218,SHIBOR9M.IR,2.953,9M
20210218,SHIBORON.IR,2.341,O/N
20210219,SHIBOR1M.IR,2.745,1M
20210219,SHIBOR1W.IR,2.051,1W
20210219,SHIBOR1Y.IR,3.052,1Y
20210219,SHIBOR2W.IR,2.397,2W
20210219,SHIBOR3M.IR,2.824,3M
20210219,SHIBOR6M.IR,2.876,6M
20210219,SHIBOR9M.IR,2.966,9M
20210219,SHIBORON.IR,1.886,O/N
20210220,SHIBOR1M.IR,2.742,1M
20210220,SHIBOR1W.IR,1.964,1W
20210220,SHIBOR1Y.IR,3.063,1Y
20210220,SHIBOR2W.IR,2.272,2W
20210220,SHIBOR3M.IR,2.832,3M
20210220,SHIBOR6M.IR,2.884,6M
20210220,SHIBOR9M.IR,2.975,9M
20210220,SHIBORON.IR,1.457,O/N
20210222,SHIBOR1M.IR,2.74,1M
20210222,SHIBOR1W.IR,2.206,1W
20210222,SHIBOR1Y.IR,3.076,1Y
20210222,SHIBOR2W.IR,2.324,2W
20210222,SHIBOR3M.IR,2.845,3M
20210222,SHIBOR6M.IR,2.895,6M
20210222,SHIBOR9M.IR,2.988,9M
20210222,SHIBORON.IR,1.512,O/N
20210223,SHIBOR1M.IR,2.733,1M
20210223,SHIBOR1W.IR,2.277,1W
20210223,SHIBOR1Y.IR,3.085,1Y
20210223,SHIBOR2W.IR,2.418,2W
20210223,SHIBOR3M.IR,2.848,3M
20210223,SHIBOR6M.IR,2.9,6M
20210223,SHIBOR9M.IR,3.0,9M
20210223,SHIBORON.IR,1.984,O/N
20210224,SHIBOR1M.IR,2.727,1M
20210224,SHIBOR1W.IR,2.114,1W
20210224,SHIBOR1Y.IR,3.094,1Y
20210224,SHIBOR2W.IR,2.368,2W
20210224,SHIBOR3M.IR,2.843,3M
20210224,SHIBOR6M.IR,2.902,6M
20210224,SHIBOR9M.IR,3.007,9M
20210224,SHIBORON.IR,1.512,O/N
20210225,SHIBOR1M.IR,2.721,1M
20210225,SHIBOR1W.IR,2.215,1W
20210225,SHIBOR1Y.IR,3.101,1Y
20210225,SHIBOR2W.IR,2.349,2W
20210225,SHIBOR3M.IR,2.836,3M
20210225,SHIBOR6M.IR,2.9,6M
20210225,SHIBOR9M.IR,3.007,9M
20210225,SHIBORON.IR,1.703,O/N
20210226,SHIBOR1M.IR,2.719,1M
20210226,SHIBOR1W.IR,2.214,1W
