交易日期,曲线名称,交易期限,到期收益率
20230228,中债国债收益率曲线,10.0,2.9017
20230227,中债国债收益率曲线,1.0,2.3165
20230227,中债国债收益率曲线,10.0,2.9117
20230224,中债国债收益率曲线,1.0,2.2948
20230224,中债国债收益率曲线,10.0,2.9126
20230223,中债国债收益率曲线,1.0,2.2603
20230223,中债国债收益率曲线,10.0,2.9220
20230222,中债国债收益率曲线,1.0,2.2400
20230222,中债国债收益率曲线,10.0,2.9175
20230221,中债国债收益率曲线,1.0,2.2422
20230221,中债国债收益率曲线,10.0,2.9190
20230220,中债国债收益率曲线,1.0,2.2395
20230220,中债国债收益率曲线,10.0,2.9170
20230217,中债国债收益率曲线,1.0,2.1973
20230217,中债国债收益率曲线,10.0,2.8920
20230216,中债国债收益率曲线,1.0,2.1916
20230216,中债国债收益率曲线,10.0,2.8907
20230215,中债国债收益率曲线,1.0,2.1792
20230215,中债国债收益率曲线,10.0,2.8918
20230214,中债国债收益率曲线,1.0,2.1781
20230214,中债国债收益率曲线,10.0,2.8914
20230213,中债国债收益率曲线,1.0,2.1734
20230213,中债国债收益率曲线,10.0,2.8943
20230210,中债国债收益率曲线,1.0,2.1682
20230210,中债国债收益率曲线,10.0,2.9003
20230209,中债国债收益率曲线,1.0,2.1673
20230209,中债国债收益率曲线,10.0,2.8912
20230208,中债国债收益率曲线,1.0,2.1617
20230208,中债国债收益率曲线,10.0,2.8973
20230207,中债国债收益率曲线,1.0,2.1630
20230207,中债国债收益率曲线,10.0,2.8964
20230206,中债国债收益率曲线,1.0,2.1581
20230206,中债国债收益率曲线,10.0,2.9017
20230203,中债国债收益率曲线,1.0,2.1504
20230203,中债国债收益率曲线,10.0,2.8943
20230202,中债国债收益率曲线,1.0,2.1507
20230202,中债国债收益率曲线,10.0,2.8970
20230201,中债国债收益率曲线,1.0,2.1631
20230201,中债国债收益率曲线,10.0,2.9101
20230131,中债国债收益率曲线,1.0,2.1535
20230131,中债国债收益率曲线,10.0,2.8977
20230130,中债国债收益率曲线,1.0,2.1760
20230130,中债国债收益率曲线,10.0,2.9133
20230129,中债国债收益率曲线,1.0,2.1519
20230129,中债国债收益率曲线,10.0,2.9219
20230128,中债国债收益率曲线,1.0,2.1496
20230128,中债国债收益率曲线,10.0,2.9341
20230120,中债国债收益率曲线,1.0,2.1648
20230120,中债国债收益率曲线,10.0,2.9331
20230119,中债国债收益率曲线,1.0,2.1677
20230119,中债国债收益率曲线,10.0,2.9145
20230118,中债国债收益率曲线,1.0,2.1615
20230118,中债国债收益率曲线,10.0,2.9222
20230117,中债国债收益率曲线,1.0,2.1270
20230117,中债国债收益率曲线,10.0,2.9017
20230116,中债国债收益率曲线,1.0,2.1270
20230116,中债国债收益率曲线,10.0,2.9167
20230113,中债国债收益率曲线,1.0,2.0970
20230113,中债国债收益率曲线,10.0,2.9010
20230112,中债国债收益率曲线,1.0,2.0970
20230112,中债国债收益率曲线,10.0,2.8778
20230111,中债国债收益率曲线,1.0,2.1270
20230111,中债国债收益率曲线,10.0,2.8603
20230110,中债国债收益率曲线,1.0,2.1220
20230110,中债国债收益率曲线,10.0,2.8602
20230109,中债国债收益率曲线,1.0,2.0996
20230109,中债国债收益率曲线,10.0,2.8428
20230106,中债国债收益率曲线,1.0,2.0970
20230106,中债国债收益率曲线,10.0,2.8328
20230105,中债国债收益率曲线,1.0,2.0820
20230105,中债国债收益率曲线,10.0,2.8304
20230104,中债国债收益率曲线,1.0,2.0670
20230104,中债国债收益率曲线,10.0,2.8103
20230103,中债国债收益率曲线,1.0,2.1120
20230103,中债国债收益率曲线,10.0,2.8228
20221231,中债国债收益率曲线,1.0,2.0969
20221231,中债国债收益率曲线,10.0,2.8353
20221230,中债国债收益率曲线,1.0,2.0969
20221230,中债国债收益率曲线,10.0,2.8353
20221229,中债国债收益率曲线,1.0,2.1669
20221229,中债国债收益率曲线,10.0,2.8376
20221228,中债国债收益率曲线,1.0,2.2369
20221228,中债国债收益率曲线,10.0,2.8503
20221227,中债国债收益率曲线,1.0,2.2469
20221227,中债国债收益率曲线,10.0,2.8657
20221226,中债国债收益率曲线,1.0,2.2469
20221226,中债国债收益率曲线,10.0,2.8378
20221223,中债国债收益率曲线,1.0,2.2269
20221223,中债国债收益率曲线,10.0,2.8251
20221222,中债国债收益率曲线,1.0,2.2669
20221222,中债国债收益率曲线,10.0,2.8503
20221221,中债国债收益率曲线,1.0,2.2919
20221221,中债国债收益率曲线,10.0,2.8606
20221220,中债国债收益率曲线,1.0,2.2969
20221220,中债国债收益率曲线,10.0,2.8732
20221219,中债国债收益率曲线,1.0,2.2969
20221219,中债国债收益率曲线,10.0,2.8632
20221216,中债国债收益率曲线,1.0,2.3169
20221216,中债国债收益率曲线,10.0,2.8856
20221215,中债国债收益率曲线,1.0,2.3169
20221215,中债国债收益率曲线,10.0,2.8829
20221214,中债国债收益率曲线,1.0,2.3019
20221214,中债国债收益率曲线,10.0,2.8655
20221213,中债国债收益率曲线,1.0,2.3369
20221213,中债国债收益率曲线,10.0,2.8952
20221212,中债国债收益率曲线,1.0,2.3019
20221212,中债国债收益率曲线,10.0,2.8902
20221209,中债国债收益率曲线,1.0,2.2869
20221209,中债国债收益率曲线,10.0,2.8903
20221208,中债国债收益率曲线,1.0,2.2457
20221208,中债国债收益率曲线,10.0,2.8853
20221207,中债国债收益率曲线,1.0,2.2495
20221207,中债国债收益率曲线,10.0,2.8702
20221206,中债国债收益率曲线,1.0,2.1566
20221206,中债国债收益率曲线,10.0,2.9152
20221205,中债国债收益率曲线,1.0,2.1462
20221205,中债国债收益率曲线,10.0,2.8902
20221202,中债国债收益率曲线,1.0,2.1554
20221202,中债国债收益率曲线,10.0,2.8676
20221201,中债国债收益率曲线,1.0,2.1456
20221201,中债国债收益率曲线,10.0,2.8600
20221130,中债国债收益率曲线,1.0,2.1341
20221130,中债国债收益率曲线,10.0,2.8850
20221129,中债国债收益率曲线,1.0,2.1139
20221129,中债国债收益率曲线,10.0,2.8800
20221128,中债国债收益率曲线,1.0,2.0699
20221128,中债国债收益率曲线,10.0,2.8600
20221125,中债国债收益率曲线,1.0,2.0685
20221125,中债国债收益率曲线,10.0,2.8300
20221124,中债国债收益率曲线,1.0,2.0581
20221124,中债国债收益率曲线,10.0,2.7950
20221123,中债国债收益率曲线,1.0,2.1024
20221123,中债国债收益率曲线,10.0,2.7975
20221122,中债国债收益率曲线,1.0,2.1431
20221122,中债国债收益率曲线,10.0,2.8276
20221121,中债国债收益率曲线,1.0,2.1504
20221121,中债国债收益率曲线,10.0,2.8180
20221118,中债国债收益率曲线,1.0,2.1718
20221118,中债国债收益率曲线,10.0,2.8250
20221117,中债国债收益率曲线,1.0,2.1715
20221117,中债国债收益率曲线,10.0,2.8026
20221116,中债国债收益率曲线,1.0,2.2014
20221116,中债国债收益率曲线,10.0,2.8329
20221115,中债国债收益率曲线,1.0,2.1342
20221115,中债国债收益率曲线,10.0,2.8155
20221114,中债国债收益率曲线,1.0,2.0663
20221114,中债国债收益率曲线,10.0,2.8354
20221111,中债国债收益率曲线,1.0,1.9614
20221111,中债国债收益率曲线,10.0,2.7354
20221110,中债国债收益率曲线,1.0,1.8584
20221110,中债国债收益率曲线,10.0,2.7028
20221109,中债国债收益率曲线,1.0,1.8156
20221109,中债国债收益率曲线,10.0,2.6953
20221108,中债国债收益率曲线,1.0,1.7774
20221108,中债国债收益率曲线,10.0,2.6853
20221107,中债国债收益率曲线,1.0,1.7516
20221107,中债国债收益率曲线,10.0,2.7003
20221104,中债国债收益率曲线,1.0,1.7628
20221104,中债国债收益率曲线,10.0,2.7023
20221103,中债国债收益率曲线,1.0,1.7530
20221103,中债国债收益率曲线,10.0,2.6776
20221102,中债国债收益率曲线,1.0,1.7633
20221102,中债国债收益率曲线,10.0,2.6854
20221101,中债国债收益率曲线,1.0,1.7523
20221101,中债国债收益率曲线,10.0,2.6629
20221031,中债国债收益率曲线,1.0,1.7305
20221031,中债国债收益率曲线,10.0,2.6433
20221028,中债国债收益率曲线,1.0,1.7403
20221028,中债国债收益率曲线,10.0,2.6653
20221027,中债国债收益率曲线,1.0,1.7551
20221027,中债国债收益率曲线,10.0,2.6953
20221026,中债国债收益率曲线,1.0,1.8005
20221026,中债国债收益率曲线,10.0,2.7025
20221025,中债国债收益率曲线,1.0,1.7945
20221025,中债国债收益率曲线,10.0,2.7278
20221024,中债国债收益率曲线,1.0,1.7700
20221024,中债国债收益率曲线,10.0,2.7153
20221021,中债国债收益率曲线,1.0,1.7706
20221021,中债国债收益率曲线,10.0,2.7278
20221020,中债国债收益率曲线,1.0,1.7656
20221020,中债国债收益率曲线,10.0,2.7175
20221019,中债国债收益率曲线,1.0,1.7806
20221019,中债国债收益率曲线,10.0,2.7052
20221018,中债国债收益率曲线,1.0,1.7856
20221018,中债国债收益率曲线,10.0,2.7002
20221017,中债国债收益率曲线,1.0,1.7856
20221017,中债国债收益率曲线,10.0,2.7002
20221014,中债国债收益率曲线,1.0,1.7851
20221014,中债国债收益率曲线,10.0,2.6977
20221013,中债国债收益率曲线,1.0,1.8051
20221013,中债国债收益率曲线,10.0,2.7252
20221012,中债国债收益率曲线,1.0,1.8067
20221012,中债国债收益率曲线,10.0,2.7352
20221011,中债国债收益率曲线,1.0,1.7867
20221011,中债国债收益率曲线,10.0,2.7426
20221010,中债国债收益率曲线,1.0,1.7908
20221010,中债国债收益率曲线,10.0,2.7402
20221009,中债国债收益率曲线,1.0,1.8290
20221009,中债国债收益率曲线,10.0,2.7452
20221008,中债国债收益率曲线,1.0,1.8323
20221008,中债国债收益率曲线,10.0,2.7626
20220930,中债国债收益率曲线,1.0,1.8535
20220930,中债国债收益率曲线,10.0,2.7601
20220929,中债国债收益率曲线,1.0,1.8930
20220929,中债国债收益率曲线,10.0,2.7501
20220928,中债国债收益率曲线,10.0,2.7401
20220928,中债国债收益率曲线,1.0,1.9024
20220927,中债国债收益率曲线,1.0,1.8711
20220927,中债国债收益率曲线,10.0,2.7051
20220926,中债国债收益率曲线,1.0,1.8608
20220926,中债国债收益率曲线,10.0,2.7154
20220923,中债国债收益率曲线,1.0,1.8280
20220923,中债国债收益率曲线,10.0,2.6802
20220922,中债国债收益率曲线,1.0,1.8232
20220922,中债国债收益率曲线,10.0,2.6501
20220921,中债国债收益率曲线,1.0,1.8282
20220921,中债国债收益率曲线,10.0,2.6451
20220920,中债国债收益率曲线,1.0,1.8483
20220920,中债国债收益率曲线,10.0,2.6640
20220919,中债国债收益率曲线,1.0,1.8506
20220919,中债国债收益率曲线,10.0,2.6750
20220916,中债国债收益率曲线,1.0,1.8298
20220916,中债国债收益率曲线,10.0,2.6730
20220915,中债国债收益率曲线,1.0,1.8058
20220915,中债国债收益率曲线,10.0,2.6625
20220914,中债国债收益率曲线,1.0,1.8015
20220914,中债国债收益率曲线,10.0,2.6625
20220913,中债国债收益率曲线,1.0,1.7697
20220913,中债国债收益率曲线,10.0,2.6427
20220909,中债国债收益率曲线,1.0,1.7597
20220909,中债国债收益率曲线,10.0,2.6350
20220908,中债国债收益率曲线,1.0,1.7490
20220908,中债国债收益率曲线,10.0,2.6256
20220907,中债国债收益率曲线,1.0,1.7365
20220907,中债国债收益率曲线,10.0,2.6215
20220906,中债国债收益率曲线,1.0,1.7127
20220906,中债国债收益率曲线,10.0,2.6140
20220905,中债国债收益率曲线,1.0,1.7132
20220905,中债国债收益率曲线,10.0,2.6180
20220902,中债国债收益率曲线,1.0,1.7193
20220902,中债国债收益率曲线,10.0,2.6226
20220901,中债国债收益率曲线,1.0,1.7243
20220901,中债国债收益率曲线,10.0,2.6125
20220831,中债国债收益率曲线,1.0,1.7378
20220831,中债国债收益率曲线,10.0,2.6225
20220830,中债国债收益率曲线,1.0,1.7406
20220830,中债国债收益率曲线,10.0,2.6130
20220829,中债国债收益率曲线,1.0,1.7561
20220829,中债国债收益率曲线,10.0,2.6225
20220826,中债国债收益率曲线,1.0,1.7922
20220826,中债国债收益率曲线,10.0,2.6430
20220825,中债国债收益率曲线,1.0,1.7912
20220825,中债国债收益率曲线,10.0,2.6390
20220824,中债国债收益率曲线,1.0,1.7496
20220824,中债国债收益率曲线,10.0,2.6100
20220823,中债国债收益率曲线,1.0,1.7571
20220823,中债国债收益率曲线,10.0,2.6075
20220822,中债国债收益率曲线,1.0,1.7570
20220822,中债国债收益率曲线,10.0,2.5925
20220819,中债国债收益率曲线,1.0,1.7248
20220819,中债国债收益率曲线,10.0,2.5875
20220818,中债国债收益率曲线,1.0,1.7004
20220818,中债国债收益率曲线,10.0,2.5800
20220817,中债国债收益率曲线,1.0,1.7190
20220817,中债国债收益率曲线,10.0,2.6124
20220816,中债国债收益率曲线,1.0,1.7199
20220816,中债国债收益率曲线,10.0,2.6346
20220815,中债国债收益率曲线,1.0,1.7167
20220815,中债国债收益率曲线,10.0,2.6582
20220812,中债国债收益率曲线,1.0,1.8115
20220812,中债国债收益率曲线,10.0,2.7347
20220811,中债国债收益率曲线,1.0,1.8161
20220811,中债国债收益率曲线,10.0,2.7317
20220810,中债国债收益率曲线,1.0,1.8136
20220810,中债国债收益率曲线,10.0,2.7366
20220809,中债国债收益率曲线,1.0,1.7886
20220809,中债国债收益率曲线,10.0,2.7400
20220808,中债国债收益率曲线,1.0,1.7316
20220808,中债国债收益率曲线,10.0,2.7409
20220805,中债国债收益率曲线,1.0,1.7116
20220805,中债国债收益率曲线,10.0,2.7339
20220804,中债国债收益率曲线,1.0,1.6907
20220804,中债国债收益率曲线,10.0,2.7192
20220803,中债国债收益率曲线,1.0,1.7528
20220803,中债国债收益率曲线,10.0,2.7218
20220802,中债国债收益率曲线,1.0,1.7705
20220802,中债国债收益率曲线,10.0,2.7314
20220801,中债国债收益率曲线,1.0,1.8269
20220801,中债国债收益率曲线,10.0,2.7292
20220729,中债国债收益率曲线,1.0,1.8623
20220729,中债国债收益率曲线,10.0,2.7560
20220728,中债国债收益率曲线,1.0,1.8905
20220728,中债国债收益率曲线,10.0,2.7850
20220727,中债国债收益率曲线,1.0,1.8772
20220727,中债国债收益率曲线,10.0,2.7701
20220726,中债国债收益率曲线,1.0,1.8810
20220726,中债国债收益率曲线,10.0,2.7700
20220725,中债国债收益率曲线,1.0,1.9007
20220725,中债国债收益率曲线,10.0,2.7790
20220722,中债国债收益率曲线,1.0,1.9036
20220722,中债国债收益率曲线,10.0,2.7870
20220721,中债国债收益率曲线,1.0,1.8717
20220721,中债国债收益率曲线,10.0,2.7635
20220720,中债国债收益率曲线,1.0,1.8712
20220720,中债国债收益率曲线,10.0,2.7710
20220719,中债国债收益率曲线,1.0,1.8491
20220719,中债国债收益率曲线,10.0,2.7859
20220718,中债国债收益率曲线,1.0,1.8488
20220718,中债国债收益率曲线,10.0,2.7837
20220715,中债国债收益率曲线,1.0,1.8837
20220715,中债国债收益率曲线,10.0,2.7857
20220714,中债国债收益率曲线,1.0,1.9147
20220714,中债国债收益率曲线,10.0,2.7907
20220713,中债国债收益率曲线,1.0,1.9376
20220713,中债国债收益率曲线,10.0,2.8067
20220712,中债国债收益率曲线,1.0,1.9345
20220712,中债国债收益率曲线,10.0,2.8117
20220711,中债国债收益率曲线,1.0,1.9417
20220711,中债国债收益率曲线,10.0,2.8266
20220708,中债国债收益率曲线,1.0,1.9584
20220708,中债国债收益率曲线,10.0,2.8384
20220707,中债国债收益率曲线,1.0,1.9824
20220707,中债国债收益率曲线,10.0,2.8356
20220706,中债国债收益率曲线,1.0,1.9911
20220706,中债国债收益率曲线,10.0,2.8356
20220705,中债国债收益率曲线,1.0,2.0100
20220705,中债国债收益率曲线,10.0,2.8333
20220704,中债国债收益率曲线,1.0,1.9831
20220704,中债国债收益率曲线,10.0,2.8445
20220701,中债国债收益率曲线,1.0,1.9324
20220701,中债国债收益率曲线,10.0,2.8255
20220630,中债国债收益率曲线,1.0,1.9504
20220630,中债国债收益率曲线,10.0,2.8205
20220629,中债国债收益率曲线,1.0,1.9763
20220629,中债国债收益率曲线,10.0,2.8294
20220628,中债国债收益率曲线,1.0,1.9976
20220628,中债国债收益率曲线,10.0,2.8414
20220627,中债国债收益率曲线,1.0,1.9971
20220627,中债国债收益率曲线,10.0,2.8329
20220624,中债国债收益率曲线,1.0,1.9653
20220624,中债国债收益率曲线,10.0,2.7978
20220623,中债国债收益率曲线,1.0,1.9608
20220623,中债国债收益率曲线,10.0,2.7803
20220622,中债国债收益率曲线,1.0,1.9869
20220622,中债国债收益率曲线,10.0,2.7773
20220621,中债国债收益率曲线,1.0,2.0018
20220621,中债国债收益率曲线,10.0,2.7853
20220620,中债国债收益率曲线,1.0,2.0056
20220620,中债国债收益率曲线,10.0,2.7853
20220617,中债国债收益率曲线,1.0,2.0102
20220617,中债国债收益率曲线,10.0,2.7752
20220616,中债国债收益率曲线,1.0,2.0352
20220616,中债国债收益率曲线,10.0,2.7728
20220615,中债国债收益率曲线,1.0,2.0360
20220615,中债国债收益率曲线,10.0,2.7827
20220614,中债国债收益率曲线,1.0,2.0176
20220614,中债国债收益率曲线,10.0,2.7702
20220613,中债国债收益率曲线,1.0,2.0026
20220613,中债国债收益率曲线,10.0,2.7652
20220610,中债国债收益率曲线,1.0,2.0051
20220610,中债国债收益率曲线,10.0,2.7526
20220609,中债国债收益率曲线,1.0,2.0151
20220609,中债国债收益率曲线,10.0,2.7576
20220608,中债国债收益率曲线,1.0,2.0282
20220608,中债国债收益率曲线,10.0,2.7661
20220607,中债国债收益率曲线,1.0,2.0180
20220607,中债国债收益率曲线,10.0,2.7576
20220606,中债国债收益率曲线,1.0,2.0199
20220606,中债国债收益率曲线,10.0,2.7776
20220602,中债国债收益率曲线,1.0,1.9564
20220602,中债国债收益率曲线,10.0,2.7601
20220601,中债国债收益率曲线,1.0,1.9415
20220601,中债国债收益率曲线,10.0,2.7551
20220531,中债国债收益率曲线,1.0,1.9160
20220531,中债国债收益率曲线,10.0,2.7426
20220530,中债国债收益率曲线,1.0,1.9141
20220530,中债国债收益率曲线,10.0,2.7225
20220527,中债国债收益率曲线,1.0,1.9133
20220527,中债国债收益率曲线,10.0,2.6974
20220526,中债国债收益率曲线,1.0,1.9246
20220526,中债国债收益率曲线,10.0,2.7100
20220525,中债国债收益率曲线,1.0,1.9773
20220525,中债国债收益率曲线,10.0,2.7575
20220524,中债国债收益率曲线,1.0,1.9677
20220524,中债国债收益率曲线,10.0,2.7650
20220523,中债国债收益率曲线,1.0,1.9568
20220523,中债国债收益率曲线,10.0,2.7675
20220520,中债国债收益率曲线,1.0,1.9565
20220520,中债国债收益率曲线,10.0,2.7900
20220519,中债国债收益率曲线,1.0,1.9421
20220519,中债国债收益率曲线,10.0,2.7774
20220518,中债国债收益率曲线,1.0,1.9275
20220518,中债国债收益率曲线,10.0,2.7801
20220517,中债国债收益率曲线,1.0,1.9474
20220517,中债国债收益率曲线,10.0,2.8178
20220516,中债国债收益率曲线,1.0,1.9970
20220516,中债国债收益率曲线,10.0,2.8216
20220513,中债国债收益率曲线,1.0,2.0125
20220513,中债国债收益率曲线,10.0,2.8140
20220512,中债国债收益率曲线,1.0,2.0261
20220512,中债国债收益率曲线,10.0,2.8055
20220511,中债国债收益率曲线,1.0,2.0510
20220511,中债国债收益率曲线,10.0,2.8240
20220510,中债国债收益率曲线,1.0,2.0306
20220510,中债国债收益率曲线,10.0,2.8089
20220509,中债国债收益率曲线,1.0,2.0373
20220509,中债国债收益率曲线,10.0,2.8154
20220507,中债国债收益率曲线,1.0,2.0423
20220507,中债国债收益率曲线,10.0,2.8263
20220506,中债国债收益率曲线,1.0,2.0454
20220506,中债国债收益率曲线,10.0,2.8273
20220505,中债国债收益率曲线,1.0,2.0367
20220505,中债国债收益率曲线,10.0,2.8282
20220429,中债国债收益率曲线,1.0,2.0320
20220429,中债国债收益率曲线,10.0,2.8386
20220428,中债国债收益率曲线,1.0,2.0563
20220428,中债国债收益率曲线,10.0,2.8486
20220427,中债国债收益率曲线,1.0,2.0410
20220427,中债国债收益率曲线,10.0,2.8411
20220426,中债国债收益率曲线,1.0,1.9633
20220426,中债国债收益率曲线,10.0,2.8260
20220425,中债国债收益率曲线,1.0,1.9282
20220425,中债国债收益率曲线,10.0,2.8160
20220424,中债国债收益率曲线,1.0,1.9523
20220424,中债国债收益率曲线,10.0,2.8335
20220422,中债国债收益率曲线,1.0,1.9542
20220422,中债国债收益率曲线,10.0,2.8409
20220421,中债国债收益率曲线,1.0,1.9825
20220421,中债国债收益率曲线,10.0,2.8259
20220420,中债国债收益率曲线,1.0,2.0136
20220420,中债国债收益率曲线,10.0,2.8330
20220419,中债国债收益率曲线,1.0,2.0184
20220419,中债国债收益率曲线,10.0,2.8208
20220418,中债国债收益率曲线,1.0,2.0143
20220418,中债国债收益率曲线,10.0,2.8107
20220415,中债国债收益率曲线,1.0,1.9918
20220415,中债国债收益率曲线,10.0,2.7578
20220414,中债国债收益率曲线,1.0,2.0264
20220414,中债国债收益率曲线,10.0,2.7656
20220413,中债国债收益率曲线,1.0,2.0521
20220413,中债国债收益率曲线,10.0,2.7631
20220412,中债国债收益率曲线,1.0,2.0729
20220412,中债国债收益率曲线,10.0,2.7705
20220411,中债国债收益率曲线,1.0,2.0757
20220411,中债国债收益率曲线,10.0,2.7680
20220408,中债国债收益率曲线,1.0,2.0669
20220408,中债国债收益率曲线,10.0,2.7529
20220407,中债国债收益率曲线,1.0,2.0600
20220407,中债国债收益率曲线,10.0,2.7394
20220406,中债国债收益率曲线,1.0,2.0832
20220406,中债国债收益率曲线,10.0,2.7604
20220402,中债国债收益率曲线,1.0,2.1006
20220402,中债国债收益率曲线,10.0,2.7714
20220401,中债国债收益率曲线,1.0,2.1052
20220401,中债国债收益率曲线,10.0,2.7743
20220331,中债国债收益率曲线,1.0,2.1299
20220331,中债国债收益率曲线,10.0,2.7878
20220330,中债国债收益率曲线,1.0,2.1545
20220330,中债国债收益率曲线,10.0,2.7703
20220329,中债国债收益率曲线,1.0,2.1582
20220329,中债国债收益率曲线,10.0,2.7853
20220328,中债国债收益率曲线,1.0,2.1595
20220328,中债国债收益率曲线,10.0,2.7903
20220325,中债国债收益率曲线,1.0,2.1632
20220325,中债国债收益率曲线,10.0,2.7972
20220324,中债国债收益率曲线,1.0,2.1704
20220324,中债国债收益率曲线,10.0,2.8052
20220323,中债国债收益率曲线,1.0,2.1680
20220323,中债国债收益率曲线,10.0,2.8302
20220322,中债国债收益率曲线,1.0,2.1649
20220322,中债国债收益率曲线,10.0,2.8302
20220321,中债国债收益率曲线,1.0,2.1500
20220321,中债国债收益率曲线,10.0,2.8127
20220318,中债国债收益率曲线,1.0,2.1106
20220318,中债国债收益率曲线,10.0,2.7927
20220317,中债国债收益率曲线,1.0,2.1368
20220317,中债国债收益率曲线,10.0,2.7876
20220316,中债国债收益率曲线,1.0,2.1431
20220316,中债国债收益率曲线,10.0,2.7952
20220315,中债国债收益率曲线,1.0,2.1275
20220315,中债国债收益率曲线,10.0,2.8177
20220314,中债国债收益率曲线,1.0,2.0725
20220314,中债国债收益率曲线,10.0,2.7677
20220311,中债国债收益率曲线,1.0,2.0863
20220311,中债国债收益率曲线,10.0,2.7902
20220310,中债国债收益率曲线,1.0,2.1150
20220310,中债国债收益率曲线,10.0,2.8502
20220309,中债国债收益率曲线,1.0,2.1150
20220309,中债国债收益率曲线,10.0,2.8426
20220308,中债国债收益率曲线,1.0,2.0687
20220308,中债国债收益率曲线,10.0,2.8276
20220307,中债国债收益率曲线,1.0,2.0849
20220307,中债国债收益率曲线,10.0,2.8126
20220304,中债国债收益率曲线,1.0,2.1074
20220304,中债国债收益率曲线,10.0,2.8125
20220303,中债国债收益率曲线,1.0,2.1167
20220303,中债国债收益率曲线,10.0,2.8300
20220302,中债国债收益率曲线,1.0,2.0867
20220302,中债国债收益率曲线,10.0,2.8175
20220301,中债国债收益率曲线,1.0,2.0537
20220301,中债国债收益率曲线,10.0,2.8025
20220228,中债国债收益率曲线,1.0,2.0442
20220228,中债国债收益率曲线,10.0,2.7750
20220225,中债国债收益率曲线,1.0,2.0242
20220225,中债国债收益率曲线,10.0,2.7750
20220224,中债国债收益率曲线,1.0,2.0948
20220224,中债国债收益率曲线,10.0,2.7875
20220223,中债国债收益率曲线,1.0,2.0935
20220223,中债国债收益率曲线,10.0,2.7900
20220222,中债国债收益率曲线,1.0,2.1162
20220222,中债国债收益率曲线,10.0,2.8200
20220221,中债国债收益率曲线,1.0,2.0326
20220221,中债国债收益率曲线,10.0,2.8300
20220218,中债国债收益率曲线,1.0,1.9781
20220218,中债国债收益率曲线,10.0,2.7975
20220217,中债国债收益率曲线,1.0,1.9095
20220217,中债国债收益率曲线,10.0,2.7799
20220216,中债国债收益率曲线,1.0,1.9279
20220216,中债国债收益率曲线,10.0,2.7892
20220215,中债国债收益率曲线,1.0,1.8847
20220215,中债国债收益率曲线,10.0,2.7968
20220214,中债国债收益率曲线,1.0,1.9017
20220214,中债国债收益率曲线,10.0,2.8018
20220211,中债国债收益率曲线,1.0,1.9192
20220211,中债国债收益率曲线,10.0,2.7891
20220210,中债国债收益率曲线,1.0,1.8837
20220210,中债国债收益率曲线,10.0,2.7328
20220209,中债国债收益率曲线,1.0,1.9001
20220209,中债国债收益率曲线,10.0,2.7328
20220208,中债国债收益率曲线,1.0,1.9049
20220208,中债国债收益率曲线,10.0,2.7227
20220207,中债国债收益率曲线,1.0,1.9472
20220207,中债国债收益率曲线,10.0,2.7256
20220130,中债国债收益率曲线,1.0,1.9514
20220130,中债国债收益率曲线,10.0,2.6997
20220129,中债国债收益率曲线,1.0,1.9512
20220129,中债国债收益率曲线,10.0,2.7013
20220128,中债国债收益率曲线,1.0,1.9507
20220128,中债国债收益率曲线,10.0,2.7021
20220127,中债国债收益率曲线,1.0,1.9936
20220127,中债国债收益率曲线,10.0,2.7348
20220126,中债国债收益率曲线,1.0,1.9807
20220126,中债国债收益率曲线,10.0,2.7146
20220125,中债国债收益率曲线,1.0,1.9656
20220125,中债国债收益率曲线,10.0,2.6979
20220124,中债国债收益率曲线,1.0,1.9502
20220124,中债国债收益率曲线,10.0,2.6751
20220121,中债国债收益率曲线,1.0,2.0018
20220121,中债国债收益率曲线,10.0,2.7100
20220120,中债国债收益率曲线,1.0,2.0204
20220120,中债国债收益率曲线,10.0,2.7271
20220119,中债国债收益率曲线,1.0,2.0401
20220119,中债国债收益率曲线,10.0,2.7314
20220118,中债国债收益率曲线,1.0,2.0501
20220118,中债国债收益率曲线,10.0,2.7415
20220117,中债国债收益率曲线,1.0,2.1566
20220117,中债国债收益率曲线,10.0,2.7860
20220114,中债国债收益率曲线,1.0,2.1721
20220114,中债国债收益率曲线,10.0,2.7935
20220113,中债国债收益率曲线,1.0,2.1812
20220113,中债国债收益率曲线,10.0,2.7858
20220112,中债国债收益率曲线,1.0,2.1898
20220112,中债国债收益率曲线,10.0,2.7957
20220111,中债国债收益率曲线,1.0,2.1957
20220111,中债国债收益率曲线,10.0,2.7957
20220110,中债国债收益率曲线,1.0,2.2143
20220110,中债国债收益率曲线,10.0,2.8056
20220107,中债国债收益率曲线,1.0,2.2295
20220107,中债国债收益率曲线,10.0,2.8181
20220106,中债国债收益率曲线,1.0,2.2303
20220106,中债国债收益率曲线,10.0,2.8205
20220105,中债国债收益率曲线,1.0,2.2284
20220105,中债国债收益率曲线,10.0,2.8045
20220104,中债国债收益率曲线,1.0,2.2529
20220104,中债国债收益率曲线,10.0,2.7855
20211231,中债国债收益率曲线,1.0,2.2429
20211231,中债国债收益率曲线,10.0,2.7754
20211230,中债国债收益率曲线,1.0,2.2936
20211230,中债国债收益率曲线,10.0,2.7654
20211229,中债国债收益率曲线,1.0,2.3353
20211229,中债国债收益率曲线,10.0,2.7854
20211228,中债国债收益率曲线,1.0,2.3444
