交易日期,景气成长股票池,细分龙头股票池,中性股息股票池,沪深300,中证红利全收益
20121207,1.812634,1.808533,1.336915,0.856584,0.971181
20121210,1.837172,1.825730,1.358003,0.865844,0.980187
20121211,1.823959,1.818267,1.360388,0.861061,0.976383
20121212,1.814462,1.819004,1.365541,0.864594,0.979136
20121213,1.794947,1.803612,1.348878,0.855013,0.968685
20121214,1.868259,1.866440,1.400689,0.898182,1.018225
20121217,1.858428,1.856287,1.405748,0.902313,1.024561
20121218,1.836310,1.845717,1.400710,0.902854,1.026169
20121219,1.848186,1.874672,1.411350,0.903994,1.028225
20121220,1.854184,1.885583,1.414866,0.909220,1.032756
20121221,1.856368,1.898705,1.415740,0.904334,1.024789
20121224,1.900658,1.903536,1.419108,0.907848,1.031187
20121225,1.958586,1.946533,1.462490,0.933459,1.062813
20121226,2.004647,1.968035,1.474244,0.936976,1.064467
20121227,1.989696,1.940422,1.465494,0.932010,1.058635
20121228,2.030741,1.968658,1.475636,0.945528,1.078489
20121231,2.024280,1.982393,1.494407,0.961885,1.100336
20130104,2.013487,1.942173,1.486017,0.962440,1.101781
20130107,2.043815,1.958597,1.519357,0.966853,1.112192
20130108,2.074431,2.013760,1.531215,0.962791,1.104277
20130109,2.067985,2.030078,1.525216,0.963095,1.102724
20130110,2.079930,2.039099,1.522252,0.964789,1.104051
20130111,2.041925,2.033542,1.498363,0.946740,1.082214
20130114,2.112410,2.105986,1.556799,0.982767,1.125931
20130115,2.149995,2.144523,1.570320,0.989679,1.128633
20130116,2.159610,2.175542,1.556808,0.982526,1.114682
20130117,2.136962,2.139051,1.536408,0.973248,1.106671
20130118,2.177965,2.175993,1.582035,0.989520,1.124318
20130121,2.213494,2.182724,1.595428,0.995414,1.135303
20130122,2.165666,2.149059,1.569960,0.990077,1.132462
20130123,2.176481,2.178571,1.596162,0.994102,1.138153
20130124,2.126977,2.151868,1.558933,0.984685,1.131452
20130125,2.117389,2.141857,1.557678,0.980460,1.126612
20130128,2.175058,2.177633,1.599133,1.011032,1.170181
20130129,2.200225,2.211498,1.623001,1.020184,1.185130
20130130,2.199513,2.224767,1.632143,1.025081,1.190126
20130131,2.160908,2.184667,1.613812,1.024383,1.194685
20130201,2.165996,2.185073,1.637804,1.045902,1.229293
20130204,2.126280,2.168586,1.624395,1.047696,1.234404
20130205,2.174167,2.214748,1.662139,1.056711,1.237519
20130206,2.190437,2.214302,1.662724,1.058301,1.238932
20130207,2.208061,2.248449,1.673812,1.052210,1.218695
20130208,2.249632,2.281211,1.678958,1.056730,1.214317
20130218,2.257893,2.276039,1.682845,1.043671,1.204450
20130219,2.209507,2.241116,1.662898,1.023897,1.189915
20130220,2.273599,2.304576,1.678885,1.030389,1.189754
20130221,2.250856,2.269347,1.623370,0.995281,1.142926
20130222,2.232343,2.271781,1.600345,0.989965,1.130664
20130225,2.264045,2.278140,1.619002,0.993150,1.139267
20130226,2.216511,2.254235,1.593465,0.978905,1.125721
20130227,2.206969,2.258997,1.609317,0.989230,1.141216
20130228,2.255205,2.304903,1.651637,1.019216,1.179338
20130301,2.301230,2.347596,1.662970,1.017503,1.175954
20130304,2.197894,2.305627,1.601574,0.970563,1.119723
20130305,2.251681,2.353924,1.661841,0.999955,1.167595
20130306,2.317589,2.362804,1.675926,1.010399,1.179302
20130307,2.299671,2.326152,1.670866,0.998686,1.162371
20130308,2.261185,2.304112,1.671916,0.993900,1.160025
20130311,2.240427,2.311408,1.653416,0.988351,1.147168
20130312,2.182897,2.252137,1.624747,0.974337,1.127093
20130313,2.142570,2.230388,1.619327,0.963613,1.116475
20130314,2.164352,2.265076,1.633614,0.966201,1.120674
20130315,2.178075,2.293718,1.667307,0.968336,1.125875
20130318,2.148063,2.294278,1.672793,0.954084,1.111205
20130319,2.175164,2.283464,1.663907,0.962702,1.124458
20130320,2.248071,2.341673,1.710332,0.995138,1.165359
20130321,2.279464,2.367851,1.719646,0.996974,1.165074
20130322,2.269693,2.371951,1.737546,0.998239,1.165546
20130325,2.273498,2.372052,1.731706,0.996253,1.161848
20130326,2.300881,2.365592,1.715067,0.981747,1.139361
20130327,2.301361,2.374809,1.717735,0.984980,1.143550
20130328,2.224262,2.334788,1.686403,0.952868,1.095317
20130329,2.236359,2.344994,1.690073,0.951259,1.096738
20130401,2.253260,2.372184,1.697772,0.950537,1.093664
20130402,2.204496,2.317015,1.684750,0.947946,1.091239
20130403,2.166485,2.313910,1.674293,0.946861,1.093645
20130408,2.199703,2.376101,1.684428,0.942573,1.085891
20130409,2.216704,2.369415,1.709630,0.949104,1.092675
20130410,2.201492,2.369810,1.710981,0.947533,1.088483
20130411,2.187759,2.369392,1.697863,0.944699,1.087049
20130412,2.191640,2.359172,1.688685,0.938689,1.079781
20130415,2.177305,2.339200,1.673176,0.929046,1.070321
20130416,2.241103,2.374180,1.686836,0.937728,1.072302
20130417,2.272431,2.423475,1.685833,0.937302,1.063742
20130418,2.278675,2.418798,1.685528,0.939733,1.068851
20130419,2.322155,2.451315,1.749242,0.966031,1.107138
20130422,2.338762,2.441083,1.757711,0.964827,1.109441
20130423,2.267465,2.395513,1.696622,0.933870,1.076147
20130424,2.333483,2.433111,1.727024,0.951448,1.096079
20130425,2.304156,2.403692,1.689170,0.940886,1.085448
20130426,2.270492,2.342779,1.660204,0.933044,1.076198
20130502,2.314816,2.357681,1.654521,0.933934,1.079056
20130503,2.353860,2.399073,1.702414,0.950432,1.098198
20130506,2.399505,2.421253,1.743184,0.963040,1.109642
20130507,2.383309,2.412093,1.743668,0.964548,1.108813
20130508,2.424959,2.445682,1.765442,0.969451,1.111406
20130509,2.421464,2.431312,1.778615,0.963731,1.105443
20130510,2.426077,2.462403,1.756332,0.968703,1.111823
20130513,2.427326,2.452540,1.758729,0.964864,1.108814
20130514,2.372823,2.413371,1.746216,0.950594,1.097917
20130515,2.420850,2.449569,1.775583,0.955774,1.104231
20130516,2.426453,2.472178,1.795443,0.973230,1.120754
20130517,2.450206,2.516193,1.818234,0.988228,1.134592
20130520,2.491016,2.532761,1.813877,0.994922,1.145070
20130521,2.518544,2.567145,1.823831,0.996922,1.142249
20130522,2.491487,2.532433,1.800468,0.998135,1.143382
20130523,2.483177,2.533943,1.788964,0.984720,1.124269
20130524,2.508952,2.583578,1.798249,0.990203,1.128863
20130527,2.582689,2.618986,1.818229,0.991102,1.130046
20130528,2.558496,2.588699,1.800318,1.008171,1.150960
20130529,2.619899,2.610279,1.818957,1.007486,1.148013
20130530,2.602460,2.582974,1.824657,1.004345,1.147925
20130531,2.579653,2.570004,1.822560,0.993709,1.139706
20130603,2.540248,2.534326,1.804165,0.992259,1.139196
20130604,2.475336,2.483556,1.767323,0.978169,1.126323
20130605,2.497122,2.496908,1.783066,0.976215,1.120758
20130606,2.458020,2.456695,1.744244,0.963750,1.106205
20130607,2.441942,2.452050,1.752422,0.947095,1.091643
20130613,2.372221,2.378119,1.724730,0.914985,1.059640
20130614,2.446670,2.417792,1.766060,0.921403,1.063073
20130617,2.476329,2.395692,1.767525,0.916472,1.057401
20130618,2.491411,2.415827,1.766628,0.922155,1.061545
20130619,2.478546,2.390565,1.744741,0.915300,1.049840
20130620,2.373537,2.321553,1.670504,0.885067,1.015466
20130621,2.365988,2.314644,1.675240,0.883515,1.014635
20130624,2.218558,2.191743,1.585048,0.827782,0.949562
20130625,2.228731,2.205596,1.605448,0.825575,0.947803
20130626,2.327804,2.255531,1.640586,0.826671,0.942295
20130627,2.289154,2.244761,1.623483,0.823788,0.945899
20130628,2.292643,2.262255,1.624904,0.839002,0.971770
20130701,2.348239,2.318912,1.675720,0.843835,0.974704
20130702,2.440390,2.379681,1.712880,0.847139,0.975164
20130703,2.459669,2.362223,1.732058,0.840217,0.968095
20130704,2.469358,2.368826,1.728180,0.847138,0.973561
20130705,2.435397,2.352556,1.721412,0.848994,0.975976
20130708,2.343377,2.276257,1.674043,0.824888,0.953475
20130709,2.371015,2.277979,1.679597,0.824525,0.958041
20130710,2.424477,2.337504,1.723148,0.847933,0.980225
20130711,2.472062,2.389620,1.766126,0.887058,1.035542
20130712,2.459956,2.364856,1.748792,0.867494,1.009223
20130715,2.517327,2.399201,1.805000,0.879665,1.020874
20130716,2.545192,2.413054,1.817131,0.883688,1.023487
20130717,2.510508,2.373521,1.787647,0.870339,1.008954
20130718,2.498357,2.338438,1.784676,0.856039,0.990143
20130719,2.420074,2.259872,1.743687,0.835128,0.968672
20130722,2.463217,2.280852,1.772130,0.839593,0.971756
20130723,2.532824,2.327159,1.802270,0.863862,0.995101
20130724,2.563368,2.350897,1.819900,0.857497,0.986643
20130725,2.526283,2.311038,1.786032,0.853125,0.983531
20130726,2.492507,2.270249,1.785240,0.847911,0.978842
20130729,2.448904,2.232984,1.776898,0.829596,0.957147
20130730,2.428668,2.230775,1.765957,0.834712,0.967757
20130731,2.439646,2.228875,1.759420,0.836097,0.968165
20130801,2.497842,2.292229,1.797018,0.856053,0.988222
20130802,2.475229,2.286666,1.798750,0.856777,0.986133
20130805,2.529222,2.320819,1.828215,0.868621,0.995752
20130806,2.577191,2.354995,1.844160,0.874459,0.997832
20130807,2.548239,2.343857,1.821410,0.869496,0.991495
20130808,2.574592,2.374539,1.848346,0.868031,0.988260
20130809,2.593982,2.414010,1.866564,0.871550,0.990214
20130812,2.610764,2.451757,1.901675,0.897011,1.024849
20130813,2.603492,2.444318,1.902111,0.899403,1.031451
20130814,2.616976,2.404230,1.889211,0.895595,1.026907
20130815,2.572138,2.356428,1.865411,0.885109,1.018131
20130816,2.524263,2.313983,1.829449,0.878463,1.016922
20130819,2.567200,2.344834,1.853221,0.888866,1.027454
20130820,2.566875,2.334635,1.838140,0.881636,1.022887
20130821,2.565247,2.327788,1.839429,0.880158,1.019695
20130822,2.571870,2.323896,1.842376,0.878382,1.016773
20130823,2.599543,2.333084,1.851541,0.871900,1.006474
20130826,2.684053,2.391971,1.915773,0.890462,1.028137
20130827,2.724121,2.399495,1.952288,0.892469,1.029905
20130828,2.731863,2.366294,1.950989,0.887580,1.025150
20130829,2.719826,2.351111,1.953270,0.883864,1.022155
20130830,2.699121,2.333320,1.920809,0.882187,1.022640
20130902,2.749096,2.358286,1.926901,0.884640,1.026076
20130903,2.796960,2.390740,1.941424,0.897662,1.040984
20130904,2.781654,2.392063,1.947458,0.896212,1.041816
20130905,2.789612,2.397088,1.956878,0.892795,1.039857
20130906,2.802397,2.416812,1.985092,0.898913,1.051075
20130909,2.797605,2.430476,1.998384,0.930491,1.104364
20130910,2.814425,2.432056,2.023471,0.943562,1.121651
20130911,2.804872,2.397547,2.030327,0.946610,1.122415
20130912,2.807054,2.383056,2.019934,0.955976,1.141566
20130913,2.823157,2.406723,2.011919,0.948903,1.124308
20130916,2.867063,2.426863,2.027871,0.944895,1.119238
20130917,2.849390,2.401881,1.999316,0.925425,1.094758
20130918,2.867618,2.412445,1.997883,0.927403,1.095989
20130923,2.908163,2.472685,2.024363,0.942569,1.106799
20130924,2.938194,2.495805,2.052572,0.931740,1.086249
20130925,2.907200,2.468486,2.028090,0.926076,1.078870
20130926,2.870035,2.443579,1.964358,0.909077,1.059695
20130927,2.885657,2.454049,1.975317,0.913091,1.065145
20130930,2.945985,2.478977,1.993122,0.918454,1.068980
20131008,2.977520,2.511401,2.045834,0.930949,1.077272
20131009,3.012132,2.535281,2.093759,0.935437,1.082433
20131010,2.992743,2.540408,2.100249,0.926186,1.063957
20131011,3.046561,2.569835,2.145987,0.941128,1.085647
20131014,3.081026,2.609197,2.167472,0.942666,1.084051
20131015,3.121117,2.608633,2.159123,0.940750,1.078584
20131016,3.049571,2.552827,2.075562,0.923156,1.062184
20131017,3.039576,2.554518,2.071950,0.920091,1.060376
20131018,3.047555,2.546427,2.065487,0.924942,1.064051
20131021,3.126414,2.612833,2.129656,0.942200,1.080111
20131022,3.093396,2.594307,2.129750,0.932505,1.070221
20131023,3.009435,2.538285,2.094412,0.922058,1.064611
20131024,2.998441,2.525067,2.097094,0.915203,1.054616
20131025,2.927964,2.472753,2.043711,0.903022,1.048133
20131028,2.933083,2.472622,2.041446,0.902028,1.047455
20131029,2.893504,2.456869,2.031847,0.904354,1.059035
20131030,2.949739,2.500075,2.082136,0.917857,1.072289
20131031,2.892163,2.466049,2.027527,0.904989,1.057567
20131101,2.874905,2.461668,2.016865,0.909275,1.066327
20131104,2.908946,2.469412,2.024979,0.907557,1.062813
20131105,2.944452,2.493887,2.037113,0.908821,1.060521
20131106,2.908282,2.468298,2.011054,0.897306,1.047749
20131107,2.845709,2.436078,1.984113,0.892344,1.047695
20131108,2.812717,2.408315,1.958650,0.879912,1.034902
20131111,2.839694,2.428624,1.976335,0.882941,1.037360
20131112,2.850178,2.439022,1.986512,0.892133,1.047656
20131113,2.810976,2.384867,1.952336,0.872352,1.019786
20131114,2.845618,2.413560,1.989798,0.878599,1.019047
20131115,2.913527,2.474670,2.035461,0.896226,1.036910
20131118,2.961848,2.529758,2.083201,0.926028,1.077480
20131119,2.960845,2.517538,2.080642,0.919646,1.068765
20131120,2.967215,2.533302,2.095069,0.924483,1.072385
20131121,2.950814,2.524857,2.096910,0.918817,1.068370
20131122,2.957341,2.513868,2.087650,0.914232,1.064854
20131125,2.970405,2.518814,2.095138,0.910673,1.057838
20131126,2.958858,2.527952,2.110578,0.910211,1.056505
20131127,2.986860,2.556732,2.130777,0.920530,1.066560
20131128,3.055054,2.599600,2.177485,0.930080,1.075001
20131129,3.093329,2.620010,2.193589,0.929856,1.073813
20131202,2.959705,2.545691,2.111732,0.922172,1.084654
20131203,3.049354,2.618615,2.159021,0.931320,1.087690
20131204,3.082600,2.653258,2.193770,0.943654,1.097221
20131205,3.038604,2.632012,2.160239,0.941009,1.093887
20131206,3.025481,2.616461,2.149478,0.934943,1.087552
20131209,3.064902,2.650759,2.171280,0.934404,1.084986
20131210,3.081111,2.672937,2.174797,0.935338,1.086946
20131211,3.050427,2.637836,2.147684,0.919875,1.067332
20131212,3.076849,2.649962,2.170203,0.918827,1.063669
20131213,3.084023,2.651624,2.184114,0.917540,1.058677
20131216,3.037663,2.626552,2.133902,0.902779,1.049074
20131217,3.024689,2.589667,2.121600,0.898377,1.043131
20131218,3.022863,2.593394,2.121836,0.898701,1.042480
20131219,3.005098,2.577252,2.113220,0.889240,1.033795
20131220,2.951407,2.533663,2.076566,0.868548,1.015044
20131223,2.967249,2.565679,2.082233,0.871013,1.015740
20131224,3.004991,2.568990,2.095385,0.872403,1.019665
20131225,3.071862,2.606316,2.144947,0.878832,1.025942
20131226,3.012468,2.545985,2.096892,0.863667,1.005317
20131227,3.075433,2.586394,2.142629,0.878209,1.021579
20131230,3.079982,2.598668,2.160866,0.876677,1.017521
20131231,3.087195,2.612531,2.165494,0.888331,1.026177
20140102,3.113675,2.617505,2.182302,0.885262,1.024608
20140103,3.095535,2.587324,2.164922,0.873368,1.011719
20140106,3.031867,2.529405,2.103219,0.853488,0.988239
20140107,3.045134,2.545616,2.120926,0.853246,0.988608
20140108,3.053143,2.568396,2.144377,0.854737,0.985549
20140109,3.019641,2.539245,2.110452,0.847230,0.974810
20140110,2.964264,2.488938,2.072255,0.840607,0.965538
20140113,2.959015,2.470015,2.058664,0.836348,0.963727
20140114,3.051582,2.524165,2.106063,0.843656,0.976433
20140115,3.103959,2.544833,2.122409,0.842167,0.974421
20140116,3.084400,2.541575,2.113178,0.843274,0.977609
20140117,3.063889,2.521234,2.091423,0.830556,0.968084
20140120,3.010123,2.488357,2.078105,0.825793,0.963533
20140121,3.054487,2.520478,2.114242,0.833958,0.973050
20140122,3.145072,2.577086,2.172119,0.855455,0.995267
20140123,3.204014,2.591961,2.202477,0.850916,0.991900
20140124,3.298003,2.627738,2.214917,0.856173,0.999973
20140127,3.280293,2.609028,2.201496,0.844827,0.991486
20140128,3.293800,2.617652,2.184586,0.846328,0.995201
20140129,3.336794,2.650364,2.218591,0.849350,1.005096
20140130,3.304750,2.634487,2.201443,0.839692,0.996659
20140207,3.373325,2.689537,2.256207,0.843517,1.007114
20140210,3.448082,2.771528,2.298103,0.864506,1.035122
20140211,3.410069,2.773465,2.260255,0.871379,1.042344
20140212,3.451275,2.818859,2.275283,0.873546,1.048585
20140213,3.354125,2.754665,2.249065,0.869088,1.041134
20140214,3.431376,2.807159,2.300936,0.875196,1.052418
20140217,3.529677,2.867844,2.344846,0.881324,1.066896
20140218,3.509967,2.871434,2.332867,0.870189,1.065160
20140219,3.504820,2.874916,2.352205,0.880183,1.072117
20140220,3.448164,2.832700,2.333794,0.872093,1.068714
20140221,3.442048,2.805055,2.311820,0.863270,1.055493
20140224,3.421909,2.780880,2.293036,0.844290,1.042142
20140225,3.243640,2.666551,2.214150,0.822711,1.012997
20140226,3.245044,2.670288,2.209566,0.824806,1.018377
20140227,3.184516,2.640704,2.196984,0.821261,1.019931
20140228,3.208036,2.675207,2.211973,0.830741,1.027824
20140303,3.278333,2.711507,2.257368,0.835086,1.041305
20140304,3.270336,2.704351,2.243913,0.832762,1.035254
20140305,3.267667,2.673998,2.221824,0.825024,1.028155
20140306,3.296098,2.676408,2.233724,0.828706,1.027487
20140307,3.265431,2.670047,2.233743,0.826694,1.023255
20140310,3.169734,2.576340,2.186863,0.799789,0.985457
20140311,3.178674,2.563281,2.182122,0.803935,0.987195
20140312,3.164089,2.556599,2.181612,0.806021,0.992806
20140313,3.218761,2.602892,2.220399,0.816010,1.009559
20140314,3.205960,2.603906,2.209512,0.809339,1.005679
20140317,3.308400,2.665841,2.272552,0.817041,1.020567
20140318,3.294382,2.667123,2.262594,0.815171,1.025821
20140319,3.263940,2.635551,2.246891,0.808589,1.021372
20140320,3.173183,2.576998,2.187536,0.795664,1.000471
20140321,3.219138,2.628971,2.221873,0.823050,1.024675
20140324,3.215709,2.657503,2.220443,0.829819,1.033312
20140325,3.226732,2.646033,2.228807,0.829013,1.035220
20140326,3.253712,2.668214,2.242259,0.827720,1.037057
20140327,3.184204,2.623356,2.194937,0.821871,1.023507
20140328,3.117301,2.564332,2.171844,0.820444,1.013720
20140331,3.101232,2.544843,2.170816,0.818287,1.013113
20140401,3.149675,2.583120,2.190392,0.824695,1.027728
20140402,3.127785,2.576876,2.187350,0.831410,1.036337
20140403,3.137916,2.562086,2.179772,0.825417,1.023754
20140404,3.181153,2.593165,2.205961,0.833219,1.030466
20140408,3.224950,2.628280,2.236515,0.852985,1.046087
20140409,3.277868,2.665231,2.259348,0.853482,1.050694
20140410,3.311441,2.708951,2.274045,0.866880,1.063677
20140411,3.291250,2.705504,2.275535,0.865700,1.063342
20140414,3.345329,2.729462,2.282689,0.864917,1.066937
20140415,3.317164,2.701544,2.257521,0.849991,1.047942
20140416,3.288330,2.689039,2.243110,0.851159,1.048324
20140417,3.289842,2.674201,2.249978,0.848214,1.045631
20140418,3.296903,2.668967,2.247915,0.848091,1.045516
20140421,3.277138,2.626603,2.217630,0.833896,1.027252
20140422,3.254099,2.613737,2.203984,0.837536,1.026000
20140423,3.233927,2.608717,2.192482,0.836725,1.020988
20140424,3.203988,2.581288,2.173396,0.835126,1.018321
20140425,3.130965,2.536120,2.142663,0.826491,1.003905
20140428,3.037903,2.484318,2.097356,0.813965,0.985355
20140429,3.080548,2.510392,2.123709,0.822924,0.997044
20140430,3.116105,2.541730,2.140860,0.822997,1.001850
20140505,3.165143,2.576645,2.166506,0.822162,1.003775
20140506,3.153111,2.582137,2.161894,0.822489,1.005808
20140507,3.105234,2.543603,2.121841,0.814859,0.993530
20140508,3.113447,2.543859,2.129683,0.814166,0.993645
20140509,3.113869,2.511109,2.122603,0.813561,0.989023
20140512,3.208245,2.561373,2.212468,0.831153,1.015089
20140513,3.198007,2.550198,2.191508,0.829170,1.013308
20140514,3.222830,2.557039,2.183215,0.828225,1.012602
20140515,3.159822,2.506848,2.143192,0.817440,0.997506
20140516,3.151941,2.504823,2.164163,0.818152,0.996420
20140519,3.143914,2.501230,2.142996,0.806406,0.987088
20140520,3.154099,2.510646,2.146220,0.806645,0.986978
20140521,3.175684,2.527381,2.172503,0.814321,0.996827
20140522,3.170712,2.523900,2.165159,0.812401,0.993527
20140523,3.208429,2.551583,2.184806,0.819091,1.002344
20140526,3.248968,2.586512,2.211785,0.821974,1.011510
20140527,3.221221,2.578462,2.194065,0.818658,1.008200
20140528,3.241612,2.624120,2.215085,0.827073,1.014919
20140529,3.207963,2.593294,2.185062,0.821664,1.005779
20140530,3.198820,2.596379,2.200515,0.822160,1.005700
20140603,3.204617,2.604138,2.187381,0.819664,1.003237
20140604,3.158716,2.575090,2.158659,0.811412,0.992751
20140605,3.177580,2.597771,2.180144,0.819925,1.002142
20140606,3.152039,2.591567,2.183566,0.813868,0.996495
20140609,3.126196,2.569748,2.180483,0.813702,0.993724
20140610,3.160599,2.603676,2.204257,0.823991,1.006132
20140611,3.163619,2.608289,2.204720,0.823800,1.009586
20140612,3.139011,2.589800,2.181704,0.820995,1.004700
20140613,3.176522,2.645172,2.230612,0.829700,1.018255
20140616,3.234694,2.675469,2.260398,0.835653,1.029223
20140617,3.216915,2.654006,2.241850,0.827196,1.020687
20140618,3.248030,2.623761,2.261321,0.823599,1.011987
20140619,3.171025,2.559834,2.225335,0.810891,0.991148
20140620,3.175375,2.597944,2.248921,0.814636,1.000870
20140623,3.202032,2.628857,2.244536,0.813637,1.001999
20140624,3.209641,2.646666,2.248585,0.817721,1.007931
20140625,3.192180,2.646836,2.237621,0.813355,1.004561
20140626,3.216842,2.686024,2.250328,0.819343,1.014089
20140627,3.219244,2.689296,2.261919,0.819794,1.020474
20140630,3.252592,2.707930,2.280154,0.825459,1.029523
20140701,3.268446,2.706943,2.272839,0.825246,1.032468
20140702,3.282248,2.719623,2.287159,0.827651,1.042122
20140703,3.312135,2.743556,2.299705,0.831206,1.051284
20140704,3.278085,2.732677,2.280593,0.830635,1.047880
20140707,3.292044,2.730884,2.284182,0.829718,1.047651
20140708,3.312583,2.759202,2.300198,0.831313,1.052599
20140709,3.256525,2.717779,2.267275,0.819203,1.037343
20140710,3.246620,2.718164,2.264136,0.816968,1.036494
20140711,3.269715,2.718980,2.284147,0.818936,1.042166
20140714,3.343909,2.779056,2.361928,0.827991,1.060229
20140715,3.343131,2.798004,2.341875,0.829217,1.062555
20140716,3.339831,2.783423,2.330676,0.827651,1.057827
20140717,3.335656,2.743413,2.320693,0.822390,1.052901
20140718,3.355402,2.766917,2.332658,0.825088,1.057591
20140721,3.356816,2.772433,2.337904,0.825908,1.054433
20140722,3.395946,2.823717,2.390734,0.835974,1.072884
20140723,3.390054,2.803337,2.370130,0.837932,1.072615
20140724,3.395622,2.795259,2.393941,0.852870,1.085644
20140725,3.456464,2.830000,2.435769,0.861806,1.098814
20140728,3.515973,2.871230,2.474234,0.885994,1.123126
20140729,3.535045,2.894062,2.476277,0.888843,1.135053
20140730,3.528142,2.886951,2.466942,0.885275,1.130348
20140731,3.561985,2.923863,2.519925,0.896042,1.142868
20140801,3.515360,2.899963,2.489194,0.888093,1.134364
20140804,3.574113,2.928027,2.555152,0.905714,1.152799
20140805,3.615015,2.939203,2.565444,0.903324,1.152611
20140806,3.642895,2.979605,2.592106,0.900987,1.155963
20140807,3.617945,2.951431,2.563784,0.887351,1.141368
20140808,3.625843,2.964951,2.572320,0.888753,1.145429
20140811,3.686534,3.013491,2.614722,0.901798,1.165538
20140812,3.699668,3.016791,2.605014,0.898635,1.166729
20140813,3.711664,3.015055,2.630106,0.899340,1.169099
20140814,3.665581,2.983136,2.604638,0.890587,1.159946
20140815,3.697067,3.003650,2.628602,0.900001,1.169501
20140818,3.743347,3.040399,2.642085,0.905310,1.178436
20140819,3.738772,3.044435,2.626121,0.905389,1.178517
20140820,3.767656,3.065071,2.611806,0.902099,1.172874
20140821,3.749143,3.049444,2.610277,0.897564,1.163297
20140822,3.765520,3.069396,2.616321,0.901804,1.168200
20140825,3.772823,3.059272,2.583119,0.893225,1.160216
20140826,3.680020,3.007504,2.544885,0.886068,1.149026
20140827,3.699221,3.030141,2.543385,0.887404,1.149769
20140828,3.673833,3.019011,2.521782,0.881183,1.138682
20140829,3.712726,3.058401,2.565768,0.891480,1.153385
20140901,3.756499,3.097766,2.603075,0.897973,1.165785
20140902,3.797648,3.136457,2.634043,0.909846,1.181217
20140903,3.810346,3.159924,2.659687,0.918378,1.190114
20140904,3.856068,3.191874,2.685556,0.925007,1.197675
20140905,3.891116,3.205629,2.719491,0.933789,1.206799
20140909,3.910310,3.220006,2.743186,0.932250,1.210363
20140910,3.946001,3.239177,2.740580,0.927374,1.206765
20140911,3.936433,3.222834,2.731300,0.923951,1.202994
20140912,3.952286,3.237842,2.743657,0.929633,1.210815
20140915,3.974484,3.248278,2.749548,0.929187,1.216923
20140916,3.832996,3.135797,2.659208,0.910725,1.191192
20140917,3.841994,3.140912,2.670891,0.915514,1.194917
20140918,3.865658,3.155136,2.678179,0.918312,1.201065
20140919,3.902128,3.183914,2.699755,0.924620,1.210853
20140922,3.887361,3.161897,2.676095,0.906972,1.192359
20140923,3.933804,3.187560,2.694675,0.914804,1.202324
20140924,3.973795,3.215290,2.730339,0.930969,1.220547
20140925,3.999585,3.233539,2.735182,0.929102,1.219867
20140926,4.021233,3.234601,2.731262,0.929192,1.221322
20140929,4.068436,3.270435,2.758172,0.933232,1.231060
20140930,4.067116,3.278410,2.762360,0.934448,1.232660
20141008,4.104388,3.327683,2.804380,0.944892,1.241795
20141009,4.133102,3.330669,2.799477,0.946254,1.247398
20141010,4.124988,3.300099,2.764519,0.940472,1.240080
20141013,4.102279,3.274501,2.753299,0.935957,1.233870
20141014,4.081285,3.251737,2.741485,0.932761,1.230083
20141015,4.102680,3.276858,2.761007,0.939361,1.238423
20141016,4.051276,3.243994,2.737969,0.931934,1.226675
20141017,4.035865,3.231449,2.722323,0.930919,1.218073
20141020,4.124834,3.293758,2.782514,0.935867,1.228843
20141021,4.073184,3.269391,2.755726,0.927739,1.218174
20141022,4.049548,3.240807,2.740945,0.922116,1.207875
20141023,3.958578,3.189074,2.710977,0.913459,1.193743
20141024,3.965867,3.198009,2.725885,0.911465,1.194540
20141027,4.001496,3.249386,2.726651,0.903126,1.191628
20141028,4.100489,3.322811,2.790881,0.921358,1.218684
20141029,4.182893,3.351681,2.836905,0.934599,1.240289
20141030,4.199086,3.366798,2.838740,0.941287,1.251288
20141031,4.196736,3.355569,2.849301,0.956308,1.261970
20141103,4.224196,3.375824,2.882749,0.957918,1.272572
20141104,4.201982,3.339816,2.884878,0.958156,1.271884
20141105,4.196442,3.337707,2.865113,0.954449,1.268667
20141106,4.224247,3.358190,2.886362,0.955447,1.275512
20141107,4.190350,3.334991,2.878619,0.953955,1.269608
20141110,4.224509,3.350721,2.952146,0.978194,1.297912
20141111,4.082381,3.252656,2.901933,0.975480,1.277795
20141112,4.160801,3.296543,2.965661,0.989093,1.297925
20141113,4.123868,3.244687,2.939652,0.983539,1.290789
20141114,4.109473,3.244791,2.941993,0.984051,1.285180
20141117,4.166911,3.303570,2.975459,0.978717,1.288680
20141118,4.196739,3.307579,2.968272,0.968924,1.283218
20141119,4.235227,3.338590,2.966820,0.967325,1.277920
20141120,4.208923,3.309790,2.950747,0.967278,1.278485
20141121,4.258248,3.326761,2.989187,0.984952,1.295483
20141124,4.302866,3.350684,3.053737,1.010039,1.317828
20141125,4.335610,3.429414,3.117266,1.023880,1.340953
20141126,4.349300,3.422055,3.124386,1.038160,1.350293
20141127,4.379371,3.445016,3.131371,1.050159,1.354827
20141128,4.339140,3.426282,3.147159,1.070872,1.370768
20141201,4.289633,3.420310,3.150611,1.075063,1.376186
20141202,4.327378,3.458958,3.195411,1.114763,1.406352
20141203,4.411192,3.490411,3.272886,1.131389,1.421627
20141204,4.448022,3.550850,3.335259,1.183545,1.469357
