交易日期,证券代码,证券简称,日换手率,市盈率
20250321,000300.SH,沪深300,0.5087,12.5449
20250320,000300.SH,沪深300,0.4101,12.7014
20250319,000300.SH,沪深300,0.4428,12.8486
20250318,000300.SH,沪深300,0.4299,12.827
20250317,000300.SH,沪深300,0.4974,12.8162
20250314,000300.SH,沪深300,0.6628,12.8186
20250313,000300.SH,沪深300,0.4809,12.5424
20250312,000300.SH,沪深300,0.4815,12.557
20250311,000300.SH,沪深300,0.4447,12.6012
20250310,000300.SH,沪深300,0.4693,12.5548
20250307,000300.SH,沪深300,0.5121,12.6217
20250306,000300.SH,沪深300,0.5958,12.6516
20250305,000300.SH,沪深300,0.4873,12.5358
20250304,000300.SH,沪深300,0.4603,12.4462
20250303,000300.SH,沪深300,0.5445,12.5359
20250321,000852.SH,中证1000,2.633,38.8012
20250320,000852.SH,中证1000,2.3833,39.5426
20250319,000852.SH,中证1000,2.2576,39.6952
20250318,000852.SH,中证1000,2.4124,39.9604
20250317,000852.SH,中证1000,2.5908,39.5801
20250314,000852.SH,中证1000,2.8366,39.7134
20250313,000852.SH,中证1000,2.7391,39.1041
20250312,000852.SH,中证1000,2.8918,39.7215
20250311,000852.SH,中证1000,2.5916,39.7337
20250310,000852.SH,中证1000,2.6333,39.598
20250307,000852.SH,中证1000,3.1711,39.5967
20250306,000852.SH,中证1000,3.0856,39.7388
20250305,000852.SH,中证1000,2.4533,39.0214
20250304,000852.SH,中证1000,2.3567,38.7676
20250303,000852.SH,中证1000,2.7421,38.3311
20250303,399370.SZ,国证成长,1.2078,20.2996
20250304,399370.SZ,国证成长,1.0506,20.2098
20250305,399370.SZ,国证成长,1.021,20.2136
20250306,399370.SZ,国证成长,1.2504,20.5414
20250307,399370.SZ,国证成长,1.2975,20.5168
20250310,399370.SZ,国证成长,1.1446,20.5118
20250311,399370.SZ,国证成长,1.162,20.6032
20250312,399370.SZ,国证成长,1.1022,20.5681
20250313,399370.SZ,国证成长,1.3128,20.5154
20250314,399370.SZ,国证成长,1.441,21.0042
20250317,399370.SZ,国证成长,1.1001,20.8889
20250318,399370.SZ,国证成长,1.0262,20.9369
20250319,399370.SZ,国证成长,0.9108,20.9185
20250320,399370.SZ,国证成长,0.8954,20.8024
20250321,399370.SZ,国证成长,1.0666,20.4455
20250303,399371.SZ,国证价值,0.5501,8.8011
20250304,399371.SZ,国证价值,0.4395,8.7621
20250305,399371.SZ,国证价值,0.5222,8.8461
20250306,399371.SZ,国证价值,0.6152,8.8566
20250307,399371.SZ,国证价值,0.5934,8.8569
20250310,399371.SZ,国证价值,0.4994,8.8062
20250311,399371.SZ,国证价值,0.4658,8.8469
20250312,399371.SZ,国证价值,0.4899,8.8069
20250313,399371.SZ,国证价值,0.5764,8.8433
20250314,399371.SZ,国证价值,0.7054,8.9789
20250317,399371.SZ,国证价值,0.5739,9.0155
20250318,399371.SZ,国证价值,0.4647,9.0182
20250319,399371.SZ,国证价值,0.4866,9.0478
20250320,399371.SZ,国证价值,0.463,8.9802
20250321,399371.SZ,国证价值,0.5735,8.9344
20250328,000300.SH,沪深300,0.3874,12.4347
20250324,000300.SH,沪深300,0.4668,12.5521
20250324,000852.SH,中证1000,2.6477,38.6235
20250324,399370.SZ,国证成长,1.0276,20.323
20250324,399371.SZ,国证价值,0.5441,8.9565
20250402,000300.SH,沪深300,0.3466,12.4376
20250402,000852.SH,中证1000,1.6352,38.1766
20250402,399370.SZ,国证成长,0.6429,20.0998
20250516,932000.CSI,中证2000,3.7931,135.0438
20250402,399371.SZ,国证价值,0.4383,8.9311
20250402,881001.WI,万得全A,1.1532,18.5647
20250325,000300.SH,沪深300,0.4307,12.5462
20250402,932000.CSI,中证2000,3.13,94.6088
20250325,000852.SH,中证1000,2.38,38.3899
20250403,000300.SH,沪深300,0.4372,12.4221
20250325,399370.SZ,国证成长,0.9202,20.2076
20250403,000852.SH,中证1000,1.886,37.9573
20250403,399370.SZ,国证成长,0.8355,19.8734
20250603,000300.SH,沪深300,0.4025,12.5011
20250325,399371.SZ,国证价值,0.4849,9.0124
20250403,399371.SZ,国证价值,0.4627,8.9517
20250326,000300.SH,沪深300,0.4022,12.5019
20250327,000300.SH,沪深300,0.3888,12.5328
20250327,000852.SH,中证1000,2.0434,38.6658
20250326,000852.SH,中证1000,2.1233,38.5162
20250328,000852.SH,中证1000,2.019,38.3789
20250326,399370.SZ,国证成长,0.8761,20.1937
20250327,399370.SZ,国证成长,0.8661,20.3282
20250328,399370.SZ,国证成长,0.8114,20.2557
20250327,399371.SZ,国证价值,0.445,8.9819
20250326,399371.SZ,国证价值,0.468,8.9721
20250328,399371.SZ,国证价值,0.4662,8.9107
20250403,881001.WI,万得全A,1.3165,18.4943
20250603,000852.SH,中证1000,1.956,39.5554
20250403,932000.CSI,中证2000,3.4556,94.419
20250407,000300.SH,沪深300,0.9584,11.6708
20250407,000852.SH,中证1000,2.8462,33.7857
20250407,399370.SZ,国证成长,1.6632,18.2204
20250407,399371.SZ,国证价值,0.9503,8.4678
20250407,881001.WI,万得全A,1.9886,16.9682
20250407,932000.CSI,中证2000,4.1265,82.1802
20250418,000300.SH,沪深300,0.3156,12.2633
20250418,000852.SH,中证1000,1.6892,36.3679
20250418,399370.SZ,国证成长,0.5853,19.0433
20250418,399371.SZ,国证价值,0.339,8.9428
20250418,881001.WI,万得全A,1.2149,17.9694
20250418,932000.CSI,中证2000,3.4014,87.9326
20250414,000300.SH,沪深300,0.5041,12.1405
20250414,000852.SH,中证1000,2.225,36.6474
20250414,399370.SZ,国证成长,1.0645,19.2058
20250414,399371.SZ,国证价值,0.4981,8.7532
20250414,881001.WI,万得全A,1.5782,17.9491
20250414,932000.CSI,中证2000,4.0582,88.5566
20250516,000300.SH,沪深300,0.3626,12.5611
20250516,000852.SH,中证1000,1.8046,39.3408
20250516,399370.SZ,国证成长,0.7125,19.8519
20250516,399371.SZ,国证价值,0.4325,9.2216
20250516,881001.WI,万得全A,1.343,19.0456
20250603,399370.SZ,国证成长,0.7253,19.4887
20250613,000300.SH,沪深300,0.5281,12.7195
20250530,000300.SH,沪深300,0.342,12.4616
20250612,000300.SH,沪深300,0.4102,12.7797
20250530,000852.SH,中证1000,1.9076,39.2588
20250530,399370.SZ,国证成长,0.6274,19.4556
20250611,000300.SH,沪深300,0.436,12.8038
20250530,399371.SZ,国证价值,0.4012,9.2372
20250609,000300.SH,沪深300,0.4173,12.5712
20250530,881001.WI,万得全A,1.4014,18.9372
20250613,000852.SH,中证1000,2.4094,39.8594
20250530,932000.CSI,中证2000,4.0175,134.4386
20250603,399371.SZ,国证价值,0.4697,9.2726
20250603,881001.WI,万得全A,1.3674,19.0291
20250603,932000.CSI,中证2000,3.6059,135.5749
20250415,000852.SH,中证1000,1.8803,36.9721
20250415,399370.SZ,国证成长,0.7876,19.1248
20250415,399371.SZ,国证价值,0.4319,8.8214
20250415,881001.WI,万得全A,1.3492,17.9669
20250415,932000.CSI,中证2000,3.6915,88.3096
20250610,000300.SH,沪深300,0.4456,12.5275
20250331,000300.SH,沪深300,0.5114,12.3762
20250331,000852.SH,中证1000,2.1298,37.8861
20250331,399370.SZ,国证成长,0.9133,20.1537
20250331,399371.SZ,国证价值,0.6249,8.917
20250331,881001.WI,万得全A,1.4805,18.3846
20250331,932000.CSI,中证2000,3.6096,94.6539
20250612,000852.SH,中证1000,2.0042,40.4306
20250610,000852.SH,中证1000,2.2409,40.182
20250421,000300.SH,沪深300,0.3719,12.2489
20250421,000852.SH,中证1000,1.9798,37.4416
20250408,000300.SH,沪深300,0.8589,11.903
20250408,000852.SH,中证1000,3.1797,34.0829
20250408,399370.SZ,国证成长,1.6626,18.5068
20250408,399371.SZ,国证价值,0.8321,8.6698
20250408,881001.WI,万得全A,2.1137,17.2162
20250408,932000.CSI,中证2000,4.8679,81.9144
20250421,399370.SZ,国证成长,0.7575,19.311
20250421,399371.SZ,国证价值,0.4101,8.9104
20250421,881001.WI,万得全A,1.3088,18.1188
20250421,932000.CSI,中证2000,3.4937,90.9055
20250519,000300.SH,沪深300,0.3021,12.5257
20250519,000852.SH,中证1000,1.8892,39.5631
20250519,399370.SZ,国证成长,0.6533,19.7694
20250519,399371.SZ,国证价值,0.3901,9.2182
20250415,000300.SH,沪深300,0.4108,12.1718
20250610,399370.SZ,国证成长,0.8984,19.6072
20250604,000300.SH,沪深300,0.3577,12.5353
20250604,000852.SH,中证1000,1.9048,39.909
20250604,399370.SZ,国证成长,0.7383,19.5995
20250604,399371.SZ,国证价值,0.3838,9.2862
20250604,881001.WI,万得全A,1.3897,19.1343
20250604,932000.CSI,中证2000,3.9383,137.0763
20250519,881001.WI,万得全A,1.3695,19.0685
20250519,932000.CSI,中证2000,3.9595,136.1647
20250520,000300.SH,沪深300,0.3212,12.5909
20250520,000852.SH,中证1000,1.9733,39.9148
20250520,399370.SZ,国证成长,0.697,19.9038
20250520,399371.SZ,国证价值,0.382,9.2498
20250520,881001.WI,万得全A,1.4434,19.1859
20250520,932000.CSI,中证2000,4.133,137.3491
20250612,399370.SZ,国证成长,0.8789,20.489
20250613,399370.SZ,国证成长,1.0843,20.3665
20250609,000852.SH,中证1000,1.9683,40.5257
20250609,399370.SZ,国证成长,0.8652,19.7135
20250609,399371.SZ,国证价值,0.4005,9.284
20250610,399371.SZ,国证价值,0.4818,9.2842
20250611,000852.SH,中证1000,2.0114,40.3189
20250611,399370.SZ,国证成长,0.9369,20.5383
20250401,000300.SH,沪深300,0.4304,12.4337
20250401,000852.SH,中证1000,1.8725,38.0613
20250401,399370.SZ,国证成长,0.8118,20.1886
20250401,399371.SZ,国证价值,0.5229,8.904
20250401,881001.WI,万得全A,1.3234,18.5457
20250401,932000.CSI,中证2000,3.3511,94.6151
20250616,881001.WI,万得全A,1.3881,19.372
20250616,932000.CSI,中证2000,3.576,128.9782
20250605,000300.SH,沪深300,0.3764,12.5644
20250605,000852.SH,中证1000,2.0995,40.1448
20250605,399370.SZ,国证成长,0.7713,19.6758
20250605,399371.SZ,国证价值,0.3947,9.2734
20250605,881001.WI,万得全A,1.4758,19.1943
20250605,932000.CSI,中证2000,4.1567,137.7492
20250409,000300.SH,沪深300,0.804,11.9692
20250409,000852.SH,中证1000,3.1388,34.7797
20250409,399370.SZ,国证成长,1.6275,18.7387
20250409,399371.SZ,国证价值,0.7726,8.6691
20250409,881001.WI,万得全A,2.2291,17.4554
20250409,932000.CSI,中证2000,5.3636,84.9629
20250521,000300.SH,沪深300,0.3363,12.6491
20250521,000852.SH,中证1000,2.0095,39.8723
20250521,399370.SZ,国证成长,0.8081,20.0419
20250521,399371.SZ,国证价值,0.3981,9.2933
20250422,000300.SH,沪深300,0.3852,12.2931
20250521,881001.WI,万得全A,1.4242,19.2155
20250416,000300.SH,沪深300,0.4793,12.256
20250416,000852.SH,中证1000,1.956,36.6183
20250416,399370.SZ,国证成长,0.8751,19.1111
20250416,399371.SZ,国证价值,0.4916,8.9109
20250416,881001.WI,万得全A,1.4091,17.9563
20250416,932000.CSI,中证2000,3.7673,86.7723
20250521,932000.CSI,中证2000,4.0496,136.2797
20250422,000852.SH,中证1000,2.1211,37.456
20250422,399370.SZ,国证成长,0.8957,19.3864
20250422,399371.SZ,国证价值,0.4435,8.9606
20250422,881001.WI,万得全A,1.3939,18.1658
20250422,932000.CSI,中证2000,3.7246,90.9432
20250423,000300.SH,沪深300,0.4043,12.2687
20250423,000852.SH,中证1000,2.2416,37.4758
20250423,399370.SZ,国证成长,0.8886,19.4623
20250423,399371.SZ,国证价值,0.4135,8.9186
20250423,881001.WI,万得全A,1.4778,18.1906
20250423,932000.CSI,中证2000,4.0752,92.9965
20250626,000300.SH,沪深300,0.5032,13.1643
20250610,881001.WI,万得全A,1.7038,19.1833
20250625,000300.SH,沪深300,0.5699,13.1709
20250613,399371.SZ,国证价值,0.5971,9.2892
20250609,881001.WI,万得全A,1.4858,19.2876
20250609,932000.CSI,中证2000,4.0624,139.324
20250616,000300.SH,沪深300,0.4181,12.7787
20250613,881001.WI,万得全A,1.7249,19.2849
20250616,000852.SH,中证1000,2.0628,37.7738
20250616,399370.SZ,国证成长,0.7854,18.7751
20250610,932000.CSI,中证2000,4.8599,138.1904
20250612,399371.SZ,国证价值,0.4103,9.3098
20250613,932000.CSI,中证2000,4.4728,136.4419
20250616,399371.SZ,国证价值,0.4638,9.2211
20250611,399371.SZ,国证价值,0.4196,9.3235
20250702,000300.SH,沪深300,0.4474,13.1225
20250612,881001.WI,万得全A,1.449,19.4592
20250702,000852.SH,中证1000,2.4836,38.7078
20250611,881001.WI,万得全A,1.485,19.461
20250702,399370.SZ,国证成长,1.095,18.9339
20250612,932000.CSI,中证2000,3.9632,139.2535
20250702,399371.SZ,国证价值,0.5003,9.5519
20250625,000852.SH,中证1000,2.5818,38.4774
20250611,932000.CSI,中证2000,4.1587,138.8342
20250702,881001.WI,万得全A,1.67,19.8795
20250626,000852.SH,中证1000,2.6513,38.2861
20250626,399370.SZ,国证成长,0.9778,18.8508
20250625,399370.SZ,国证成长,1.0071,18.9722
20250522,000852.SH,中证1000,1.9057,39.4579
20250522,399370.SZ,国证成长,0.6977,19.9328
20250522,399371.SZ,国证价值,0.3739,9.3064
20250522,881001.WI,万得全A,1.3647,19.1195
20250417,000300.SH,沪深300,0.3751,12.2539
20250417,000852.SH,中证1000,1.779,36.5764
20250417,399370.SZ,国证成长,0.7089,19.1069
20250417,399371.SZ,国证价值,0.3926,8.911
20250417,881001.WI,万得全A,1.2558,17.9764
20250417,932000.CSI,中证2000,3.4849,87.434
20250522,932000.CSI,中证2000,3.875,134.6244
20250626,932000.CSI,中证2000,4.3157,130.9664
20250625,932000.CSI,中证2000,4.2738,131.2102
20250627,000852.SH,中证1000,2.5913,38.4694
20250627,399370.SZ,国证成长,1.0613,18.8301
20250627,399371.SZ,国证价值,0.6154,9.4401
20250424,000300.SH,沪深300,0.3589,12.2906
20250424,000852.SH,中证1000,2.0526,37.1821
20250424,399370.SZ,国证成长,0.7857,19.4334
20250424,399371.SZ,国证价值,0.4118,8.9881
20250424,881001.WI,万得全A,1.3908,18.1685
20250424,932000.CSI,中证2000,3.8795,93.6174
20250410,000300.SH,沪深300,0.6966,12.0675
20250411,000300.SH,沪深300,0.5173,12.0907
20250411,000852.SH,中证1000,2.2806,36.0753
20250410,000852.SH,中证1000,2.8148,35.5758
20250410,399370.SZ,国证成长,1.4015,19.0469
20250411,399370.SZ,国证成长,1.0596,19.1657
20250411,399371.SZ,国证价值,0.4921,8.6776
20250410,399371.SZ,国证价值,0.6658,8.697
20250411,881001.WI,万得全A,1.6004,17.7967
20250410,881001.WI,万得全A,1.9951,17.7091
20250410,932000.CSI,中证2000,4.9427,87.3344
20250411,932000.CSI,中证2000,4.1467,87.3298
20250627,881001.WI,万得全A,1.7377,19.7186
20250606,000300.SH,沪深300,0.3399,12.5614
20250606,000852.SH,中证1000,1.8165,40.0535
20250606,399370.SZ,国证成长,0.7019,19.6703
20250606,399371.SZ,国证价值,0.3534,9.2803
20250606,881001.WI,万得全A,1.3452,19.185
20250606,932000.CSI,中证2000,3.8362,137.4001
20250617,000300.SH,沪深300,0.3725,12.7818
20250617,000852.SH,中证1000,2.1764,37.7128
20250617,399370.SZ,国证成长,0.7868,18.7671
20250617,399371.SZ,国证价值,0.3897,9.2412
20250617,881001.WI,万得全A,1.4076,19.3562
20250522,000300.SH,沪深300,0.3296,12.6486
20250702,932000.CSI,中证2000,4.288,133.0712
20250627,000300.SH,沪深300,0.5923,13.0224
20250625,399371.SZ,国证价值,0.5468,9.5434
20250626,399371.SZ,国证价值,0.4832,9.5843
20250626,881001.WI,万得全A,1.7357,19.8067
20250625,881001.WI,万得全A,1.753,19.8428
20250425,000300.SH,沪深300,0.3816,12.2609
20250425,000852.SH,中证1000,2.0351,37.2284
20250425,399370.SZ,国证成长,0.9188,19.5229
20250425,399371.SZ,国证价值,0.4529,8.974
20250425,881001.WI,万得全A,1.4156,18.2247
20250425,932000.CSI,中证2000,3.8427,97.3617
20250630,000300.SH,沪深300,0.4419,13.0659
20250630,000852.SH,中证1000,2.4727,38.9536
20250523,000300.SH,沪深300,0.3684,12.5468
20250523,000852.SH,中证1000,1.8889,39.0365
20250523,399370.SZ,国证成长,0.7584,19.8144
20250523,399371.SZ,国证价值,0.4013,9.2223
20250523,881001.WI,万得全A,1.3733,18.9514
20250523,932000.CSI,中证2000,3.8946,133.0914
20250630,881001.WI,万得全A,1.6105,19.8573
20250627,932000.CSI,中证2000,4.0173,131.6315
20250703,000300.SH,沪深300,0.4289,13.1583
20250617,932000.CSI,中证2000,3.7456,128.6845
20250703,000852.SH,中证1000,2.2275,38.9065
20250703,399370.SZ,国证成长,0.9423,19.0738
20250703,399371.SZ,国证价值,0.4065,9.5312
20250703,881001.WI,万得全A,1.5283,19.9515
20250703,932000.CSI,中证2000,3.9365,134.0167
20250618,000300.SH,沪深300,0.3883,12.8156
20250618,000852.SH,中证1000,2.131,37.6639
20250618,399370.SZ,国证成长,0.742,18.8062
20250618,399371.SZ,国证价值,0.3787,9.265
20250618,881001.WI,万得全A,1.3791,19.3705
20250618,932000.CSI,中证2000,3.6102,128.334
20250428,000300.SH,沪深300,0.3833,12.3204
20250428,000852.SH,中证1000,2.0004,38.1639
20250428,399370.SZ,国证成长,0.8043,19.3326
20250428,399371.SZ,国证价值,0.4812,9.0706
20250428,881001.WI,万得全A,1.3779,18.3023
20250428,932000.CSI,中证2000,3.692,111.4423
20250619,000852.SH,中证1000,2.2148,37.139
20250619,399370.SZ,国证成长,0.8458,18.6708
20250619,399371.SZ,国证价值,0.4273,9.3026
20250619,881001.WI,万得全A,1.4624,19.2232
20250619,932000.CSI,中证2000,3.9381,125.8807
20250526,000300.SH,沪深300,0.3357,12.4877
20250526,000852.SH,中证1000,1.5934,39.2448
20250526,399370.SZ,国证成长,0.6507,19.6831
20250526,399371.SZ,国证价值,0.3483,9.1913
20250526,881001.WI,万得全A,1.1881,18.9556
20250526,932000.CSI,中证2000,3.3642,134.6813
20250630,399370.SZ,国证成长,1.0303,18.9586
20250630,399371.SZ,国证价值,0.445,9.4432
20250630,932000.CSI,中证2000,4.0159,133.7619
20250619,000300.SH,沪深300,0.3966,12.7976
20250701,000300.SH,沪深300,0.3925,13.1154
20250701,000852.SH,中证1000,2.5356,39.0817
20250701,399370.SZ,国证成长,0.9315,18.983
20250701,399371.SZ,国证价值,0.4261,9.5138
20250701,881001.WI,万得全A,1.619,19.9346
20250701,932000.CSI,中证2000,4.2754,134.1868
20250429,000300.SH,沪深300,0.3416,12.3047
20250429,000852.SH,中证1000,1.9086,39.4541
20250429,399370.SZ,国证成长,0.7931,19.3188
20250429,399371.SZ,国证价值,0.4351,9.058
20250429,881001.WI,万得全A,1.2788,18.4948
20250429,932000.CSI,中证2000,3.3156,137.79
20250527,000300.SH,沪深300,0.3019,12.4516
20250527,000852.SH,中证1000,1.6131,39.1068
20250527,399370.SZ,国证成长,0.6272,19.5265
20250527,399371.SZ,国证价值,0.3345,9.202
20250527,881001.WI,万得全A,1.2062,18.9191
20250527,932000.CSI,中证2000,3.6492,134.9662
20250528,000300.SH,沪深300,0.2727,12.4429
20250528,000852.SH,中证1000,1.6249,38.9704
20250528,399370.SZ,国证成长,0.5802,19.5041
20250528,399371.SZ,国证价值,0.3384,9.2109
20250528,881001.WI,万得全A,1.2549,18.8869
20250528,932000.CSI,中证2000,3.8203,134.5929
20250620,000300.SH,沪深300,0.3597,12.8262
20250620,000852.SH,中证1000,1.8869,36.8705
20250620,399370.SZ,国证成长,0.7639,18.6268
20250620,399371.SZ,国证价值,0.392,9.3463
20250620,881001.WI,万得全A,1.2344,19.1893
20250620,932000.CSI,中证2000,3.3349,124.7376
20250430,000300.SH,沪深300,0.4401,12.2087
20250430,000852.SH,中证1000,2.005,40.0579
20250430,399370.SZ,国证成长,0.8904,19.349
20250430,399371.SZ,国证价值,0.5559,8.9578
20250430,881001.WI,万得全A,1.4197,18.5135
20250430,932000.CSI,中证2000,3.6192,145.0994
20250623,000300.SH,沪深300,0.4073,12.9015
20250623,000852.SH,中证1000,2.0188,37.3116
20250529,000300.SH,沪深300,0.3322,12.4885
20250529,000852.SH,中证1000,1.9335,39.6314
20250529,399370.SZ,国证成长,0.6797,19.6473
20250529,399371.SZ,国证价值,0.3696,9.2165
20250529,881001.WI,万得全A,1.4379,19.0515
20250529,932000.CSI,中证2000,4.2156,136.8511
20250623,399370.SZ,国证成长,0.8221,18.6318
20250623,399371.SZ,国证价值,0.4528,9.4287
20250623,881001.WI,万得全A,1.3123,19.3527
20250623,932000.CSI,中证2000,3.4098,127.0479
20250624,399370.SZ,国证成长,0.9594,18.8122
20250624,399371.SZ,国证价值,0.5062,9.4835
20250624,881001.WI,万得全A,1.6059,19.6077
20250624,932000.CSI,中证2000,4.1403,129.8804
20250506,000300.SH,沪深300,0.4855,12.2957
20250506,000852.SH,中证1000,2.2588,40.9806
20250506,399370.SZ,国证成长,1.0769,19.5646
20250506,399371.SZ,国证价值,0.5391,8.987
20250506,881001.WI,万得全A,1.5815,18.776
20250506,932000.CSI,中证2000,3.9615,149.7041
20250624,000300.SH,沪深300,0.4982,13.0251
20250624,000852.SH,中证1000,2.435,38.0096
20250507,000300.SH,沪深300,0.4937,12.4081
20250507,000852.SH,中证1000,2.3994,40.9652
20250507,399370.SZ,国证成长,1.0675,19.6613
20250507,399371.SZ,国证价值,0.5327,9.0937
20250507,881001.WI,万得全A,1.7455,18.9073
20250507,932000.CSI,中证2000,4.6711,150.8192
20250508,000300.SH,沪深300,0.3827,12.4451
20250508,000852.SH,中证1000,2.0916,40.9851
20250508,399370.SZ,国证成长,0.8521,19.7496
20250508,399371.SZ,国证价值,0.4373,9.1057
20250508,881001.WI,万得全A,1.5233,18.9985
20250508,932000.CSI,中证2000,4.3144,152.444
20250509,000300.SH,沪深300,0.3657,12.439
20250509,000852.SH,中证1000,1.9406,40.5762
20250509,399370.SZ,国证成长,0.7479,19.6327
20250509,399371.SZ,国证价值,0.4165,9.1428
20250509,881001.WI,万得全A,1.4281,18.9051
20250509,932000.CSI,中证2000,3.9559,150.296
20250513,000300.SH,沪深300,0.4512,12.5713
20250512,000300.SH,沪深300,0.4696,12.5363
20250513,000852.SH,中证1000,2.0806,39.8024
20250512,000852.SH,中证1000,2.0148,39.8354
20250513,399370.SZ,国证成长,0.9798,19.907
20250512,399370.SZ,国证成长,0.9787,19.9264
20250512,399371.SZ,国证价值,0.4392,9.1692
20250513,399371.SZ,国证价值,0.4789,9.2381
20250513,881001.WI,万得全A,1.4875,19.1108
20250512,881001.WI,万得全A,1.4488,19.1004
20250512,932000.CSI,中证2000,3.713,136.0146
20250513,932000.CSI,中证2000,3.8594,135.6534
20250514,000300.SH,沪深300,0.5269,12.7193
20250514,000852.SH,中证1000,2.1649,39.8393
20250514,399370.SZ,国证成长,1.0308,20.1196
20250514,399371.SZ,国证价值,0.5662,9.3269
20250514,881001.WI,万得全A,1.5546,19.2563
20250514,932000.CSI,中证2000,3.8797,135.4353
20250515,000300.SH,沪深300,0.4229,12.6353
20250515,000852.SH,中证1000,1.9496,39.2499
20250515,399370.SZ,国证成长,0.8926,19.9004
20250515,399371.SZ,国证价值,0.48,9.2933
20250515,881001.WI,万得全A,1.4286,19.0833
20250515,932000.CSI,中证2000,3.7759,133.79
20200219,000300.SH,沪深300,0.6107,12.1592
20200220,000300.SH,沪深300,0.7668,12.4015
20200221,000300.SH,沪深300,0.7848,12.4518
20200224,000300.SH,沪深300,0.7691,12.388
20200225,000300.SH,沪深300,0.8821,12.3051
20200226,000300.SH,沪深300,0.9426,12.197
20200227,000300.SH,沪深300,0.6543,12.1919
20200228,000300.SH,沪深300,0.831,11.771
20200302,000300.SH,沪深300,0.791,12.1405
20200303,000300.SH,沪深300,0.7912,12.1999
20200304,000300.SH,沪深300,0.6579,12.264
20200305,000300.SH,沪深300,0.8361,12.5171
20200306,000300.SH,沪深300,0.622,12.3283
20200309,000300.SH,沪深300,0.7505,11.953
20200310,000300.SH,沪深300,0.7118,12.1753
20200102,000300.SH,沪深300,0.6638,12.6384
20200103,000300.SH,沪深300,0.5205,12.6255
20200106,000300.SH,沪深300,0.6388,12.5882
20200107,000300.SH,沪深300,0.5083,12.6625
20200108,000300.SH,沪深300,0.6107,12.5094
20200109,000300.SH,沪深300,0.4988,12.6115
20200110,000300.SH,沪深300,0.4119,12.6181
20200113,000300.SH,沪深300,0.4362,12.7239
20200114,000300.SH,沪深300,0.4712,12.6856
20200115,000300.SH,沪深300,0.3813,12.6113
20200116,000300.SH,沪深300,0.3654,12.5362
20200117,000300.SH,沪深300,0.3596,12.5471
20200120,000300.SH,沪深300,0.4449,12.6184
20200121,000300.SH,沪深300,0.4741,12.4187
20200122,000300.SH,沪深300,0.4604,12.4809
20200123,000300.SH,沪深300,0.5808,12.1453
20200203,000300.SH,沪深300,0.5704,11.2127
20200204,000300.SH,沪深300,0.7745,11.4765
20200205,000300.SH,沪深300,0.6333,11.5892
20200206,000300.SH,沪深300,0.6389,11.7722
20200207,000300.SH,沪深300,0.5493,11.7625
20200210,000300.SH,沪深300,0.5373,11.8008
20200211,000300.SH,沪深300,0.5193,11.9003
20200212,000300.SH,沪深300,0.4587,11.9804
20200213,000300.SH,沪深300,0.5249,11.9063
20200214,000300.SH,沪深300,0.5185,11.9763
20200217,000300.SH,沪深300,0.6605,12.2336
20200218,000300.SH,沪深300,0.5899,12.1708
20200311,000300.SH,沪深300,0.5829,12.0344
20200312,000300.SH,沪深300,0.5663,11.8404
20200313,000300.SH,沪深300,0.6789,11.6888
20200316,000300.SH,沪深300,0.6705,11.3055
20200317,000300.SH,沪深300,0.5994,11.2494
20200318,000300.SH,沪深300,0.5589,11.0411
20200319,000300.SH,沪深300,0.6518,10.8752
20200320,000300.SH,沪深300,0.5033,11.0629
20200323,000300.SH,沪深300,0.4943,10.7104
20200324,000300.SH,沪深300,0.5158,10.9911
20200325,000300.SH,沪深300,0.5534,11.2522
20200326,000300.SH,沪深300,0.4046,11.15
20200327,000300.SH,沪深300,0.4469,11.1796
20200330,000300.SH,沪深300,0.457,11.0347
20200331,000300.SH,沪深300,0.4013,11.0048
20200401,000300.SH,沪深300,0.4297,10.9738
20200402,000300.SH,沪深300,0.4145,11.1434
20200403,000300.SH,沪深300,0.3593,11.0785
20200407,000300.SH,沪深300,0.5138,11.2926
20200408,000300.SH,沪深300,0.4008,11.2356
20200409,000300.SH,沪深300,0.3615,11.2656
20200410,000300.SH,沪深300,0.3686,11.1932
20200413,000300.SH,沪深300,0.2844,11.1487
20200414,000300.SH,沪深300,0.398,11.3294
20200415,000300.SH,沪深300,0.3902,11.2733
20200416,000300.SH,沪深300,0.3452,11.286
20200417,000300.SH,沪深300,0.4744,11.3804
20200420,000300.SH,沪深300,0.3595,11.4153
20200421,000300.SH,沪深300,0.3699,11.2862
20200422,000300.SH,沪深300,0.3087,11.3552
20200423,000300.SH,沪深300,0.3433,11.3234
20200424,000300.SH,沪深300,0.3408,11.3123
20200427,000300.SH,沪深300,0.343,11.3875
20200428,000300.SH,沪深300,0.4387,11.4414
20200429,000300.SH,沪深300,0.3444,11.5446
20200430,000300.SH,沪深300,0.4776,12.136
20200506,000300.SH,沪深300,0.5025,12.1701
20200507,000300.SH,沪深300,0.3791,12.1292
20200508,000300.SH,沪深300,0.4201,12.2329
20200511,000300.SH,沪深300,0.4405,12.2355
20200512,000300.SH,沪深300,0.3528,12.2173
20200513,000300.SH,沪深300,0.3167,12.2444
20200514,000300.SH,沪深300,0.3179,12.1147
20200515,000300.SH,沪深300,0.3326,12.0863
20200518,000300.SH,沪深300,0.4051,12.1142
20200519,000300.SH,沪深300,0.3376,12.2101
