交易日期,证券代码,证券简称,日换手率,市盈率
20210426,000852.SH,中证1000,1.8017,37.6495
20210427,000852.SH,中证1000,1.6385,36.5803
20210428,000852.SH,中证1000,1.6462,36.0103
20210429,000852.SH,中证1000,1.6306,35.1953
20210430,000852.SH,中证1000,1.7528,34.2843
20210506,000852.SH,中证1000,1.7423,34.3673
20210507,000852.SH,中证1000,2.0632,33.9611
20210510,000852.SH,中证1000,2.0268,34.0656
20210511,000852.SH,中证1000,2.0111,34.0916
20210512,000852.SH,中证1000,1.8683,34.4729
20210513,000852.SH,中证1000,2.0577,34.2173
20210514,000852.SH,中证1000,2.0531,34.6907
20210517,000852.SH,中证1000,1.9655,34.7712
20210518,000852.SH,中证1000,1.7348,34.9306
20210519,000852.SH,中证1000,1.7876,34.9254
20210520,000852.SH,中证1000,1.9205,34.9104
20210521,000852.SH,中证1000,1.7593,34.8983
20210524,000852.SH,中证1000,1.8548,35.1787
20210525,000852.SH,中证1000,2.0013,35.6
20210526,000852.SH,中证1000,2.0896,35.7662
20210527,000852.SH,中证1000,2.0712,36.0918
20210528,000852.SH,中证1000,2.2591,36.0071
20210531,000852.SH,中证1000,2.1657,36.6425
20210601,000852.SH,中证1000,2.3081,36.88
20210602,000852.SH,中证1000,2.292,36.3561
20210603,000852.SH,中证1000,2.1775,36.2937
20210604,000852.SH,中证1000,2.1303,36.423
20210607,000852.SH,中证1000,2.1192,36.8014
20210608,000852.SH,中证1000,2.2354,36.509
20210609,000852.SH,中证1000,2.1164,36.5767
20210610,000852.SH,中证1000,2.37,36.9286
20210611,000852.SH,中证1000,2.5287,36.704
20210615,000852.SH,中证1000,2.1424,35.053
20210616,000852.SH,中证1000,2.0417,34.3463
20210617,000852.SH,中证1000,1.9418,34.8914
20210618,000852.SH,中证1000,2.0648,35.2409
20210621,000852.SH,中证1000,2.0626,35.7635
20210622,000852.SH,中证1000,2.1988,35.9411
20210623,000852.SH,中证1000,2.1238,36.1725
20210624,000852.SH,中证1000,2.1154,35.8366
20210625,000852.SH,中证1000,2.1368,35.992
20210628,000852.SH,中证1000,1.9837,36.3082
20210629,000852.SH,中证1000,2.0316,36.0172
20210630,000852.SH,中证1000,1.9355,36.3531
20210701,000852.SH,中证1000,2.0191,35.8207
20210702,000852.SH,中证1000,1.8752,35.4629
20210705,000852.SH,中证1000,1.9587,35.9371
20210706,000852.SH,中证1000,2.1041,35.7855
20210707,000852.SH,中证1000,1.994,36.3463
20210708,000852.SH,中证1000,2.2568,36.3275
20210709,000852.SH,中证1000,2.1964,36.5366
20210712,000852.SH,中证1000,2.4946,37.1745
20210713,000852.SH,中证1000,2.4889,37.424
20210714,000852.SH,中证1000,2.4449,37.0023
20210715,000852.SH,中证1000,2.3535,36.9586
20210716,000852.SH,中证1000,2.365,36.8749
20210719,000852.SH,中证1000,2.2902,36.7648
20210720,000852.SH,中证1000,2.1095,36.9169
20210721,000852.SH,中证1000,2.4624,37.6076
20210722,000852.SH,中证1000,2.6333,37.8268
20210723,000852.SH,中证1000,2.8333,37.4234
20210726,000852.SH,中证1000,2.7509,36.9149
20210727,000852.SH,中证1000,2.8675,35.9285
20210728,000852.SH,中证1000,2.5488,35.0998
20210729,000852.SH,中证1000,2.3599,36.341
20210730,000852.SH,中证1000,2.6211,36.3536
20210802,000852.SH,中证1000,2.7538,37.0289
20210803,000852.SH,中证1000,2.7044,36.5445
20210804,000852.SH,中证1000,2.4056,37.3267
20210805,000852.SH,中证1000,2.5669,37.1056
20210806,000852.SH,中证1000,2.3997,37.2037
20210809,000852.SH,中证1000,2.3365,37.3283
20210810,000852.SH,中证1000,2.4383,37.3936
20210811,000852.SH,中证1000,2.5319,37.6306
20210812,000852.SH,中证1000,2.7112,37.7994
20210813,000852.SH,中证1000,2.6816,37.7008
20210816,000852.SH,中证1000,2.599,37.4763
20210817,000852.SH,中证1000,2.6745,36.148
20210818,000852.SH,中证1000,2.307,36.1929
20210819,000852.SH,中证1000,2.3579,36.4239
20210820,000852.SH,中证1000,2.2796,36.1942
20210823,000852.SH,中证1000,2.5964,37.715
20210824,000852.SH,中证1000,2.7387,37.848
20210825,000852.SH,中证1000,2.6553,38.106
20210826,000852.SH,中证1000,2.9347,37.111
20210827,000852.SH,中证1000,2.7369,37.0915
20210830,000852.SH,中证1000,3.0439,37.3166
20210831,000852.SH,中证1000,3.0246,37.4889
20210901,000852.SH,中证1000,3.4381,36.9507
20210902,000852.SH,中证1000,2.9032,37.339
20210903,000852.SH,中证1000,3.4291,37.046
20210906,000852.SH,中证1000,2.9255,37.5466
20210907,000852.SH,中证1000,2.9332,38.2139
20210908,000852.SH,中证1000,3.2635,38.2784
20210909,000852.SH,中证1000,3.0551,38.3329
20210910,000852.SH,中证1000,3.0782,38.4445
20210913,000852.SH,中证1000,2.9797,38.3059
20210914,000852.SH,中证1000,3.1417,38.1266
20210915,000852.SH,中证1000,2.7571,38.4159
20210916,000852.SH,中证1000,3.0562,37.4574
20210917,000852.SH,中证1000,2.7663,37.317
20210922,000852.SH,中证1000,2.3577,37.5559
20210923,000852.SH,中证1000,2.7401,37.7227
20210924,000852.SH,中证1000,2.6631,37.2003
20210927,000852.SH,中证1000,2.7489,36.1667
20210928,000852.SH,中证1000,2.0382,36.2085
20210929,000852.SH,中证1000,2.2231,34.9306
20210930,000852.SH,中证1000,1.8865,35.909
20211008,000852.SH,中证1000,2.0537,35.9662
20211011,000852.SH,中证1000,1.9404,35.7544
20211012,000852.SH,中证1000,2.0182,34.9815
20211013,000852.SH,中证1000,1.6902,35.3204
20211014,000852.SH,中证1000,1.6602,35.5542
20211015,000852.SH,中证1000,1.8714,35.4814
20211018,000852.SH,中证1000,1.8664,35.8157
20211019,000852.SH,中证1000,1.9621,36.184
20211020,000852.SH,中证1000,2.0037,36.2247
20211021,000852.SH,中证1000,2.0423,36.0033
20211022,000852.SH,中证1000,2.1569,35.5397
20211025,000852.SH,中证1000,1.9357,36.1383
20211026,000852.SH,中证1000,2.0767,36.0308
20211027,000852.SH,中证1000,2.0844,35.9061
20211028,000852.SH,中证1000,2.1337,35.1189
20211029,000852.SH,中证1000,2.0386,35.7014
20211101,000852.SH,中证1000,2.212,35.9373
20211102,000852.SH,中证1000,2.4111,35.5058
20211103,000852.SH,中证1000,1.8724,35.5885
20211104,000852.SH,中证1000,2.0794,36.0697
20211105,000852.SH,中证1000,2.336,35.607
20211108,000852.SH,中证1000,1.955,35.7185
20211109,000852.SH,中证1000,2.0002,36.2183
20211110,000852.SH,中证1000,2.1447,36.24
20211111,000852.SH,中证1000,2.2004,36.5306
20211112,000852.SH,中证1000,2.2337,37.0102
20211115,000852.SH,中证1000,2.4359,36.9192
20211116,000852.SH,中证1000,2.2741,36.5589
20211117,000852.SH,中证1000,2.246,37.1707
20211118,000852.SH,中证1000,2.5502,37.1284
20211119,000852.SH,中证1000,2.4151,37.577
20211122,000852.SH,中证1000,2.4457,38.2196
20211123,000852.SH,中证1000,2.4845,38.2094
20211124,000852.SH,中证1000,2.4227,38.2304
20211125,000852.SH,中证1000,2.2587,38.1495
20211126,000852.SH,中证1000,2.2338,38.2244
20211129,000852.SH,中证1000,2.2654,38.4772
20211130,000852.SH,中证1000,2.5364,38.7236
20211201,000852.SH,中证1000,2.4274,38.7448
20211202,000852.SH,中证1000,2.3687,38.3376
20211203,000852.SH,中证1000,2.2985,38.6152
20211206,000852.SH,中证1000,2.45,38.076
20211207,000852.SH,中证1000,2.3332,37.5215
20211208,000852.SH,中证1000,2.0632,38.1693
20211209,000852.SH,中证1000,2.317,38.2587
20211210,000852.SH,中证1000,2.2174,38.3385
20211213,000852.SH,中证1000,2.3152,36.7755
20211214,000852.SH,中证1000,2.3602,36.7796
20211215,000852.SH,中证1000,2.4453,36.6814
20211216,000852.SH,中证1000,2.3799,36.9273
20211217,000852.SH,中证1000,2.4708,36.4315
20211220,000852.SH,中证1000,2.4299,35.8209
20211221,000852.SH,中证1000,2.3376,36.242
20211222,000852.SH,中证1000,2.5137,36.582
20211223,000852.SH,中证1000,2.4765,36.6097
20211224,000852.SH,中证1000,2.5891,35.9562
20211227,000852.SH,中证1000,2.1389,35.9778
20211228,000852.SH,中证1000,2.0817,36.3134
20211229,000852.SH,中证1000,2.0992,36.2884
20211230,000852.SH,中证1000,2.1755,36.6067
20211231,000852.SH,中证1000,2.3099,36.9766
20220104,000852.SH,中证1000,2.7531,36.8862
20220105,000852.SH,中证1000,2.6649,36.0285
20220106,000852.SH,中证1000,2.3476,36.3139
20220107,000852.SH,中证1000,2.6118,35.6328
20220110,000852.SH,中证1000,2.2303,35.8913
20220111,000852.SH,中证1000,2.2441,35.4841
20220112,000852.SH,中证1000,2.1799,36.0655
20220113,000852.SH,中证1000,2.3953,35.4605
20220114,000852.SH,中证1000,2.379,35.598
20220117,000852.SH,中证1000,2.4225,36.151
20220118,000852.SH,中证1000,2.7011,35.9133
20220119,000852.SH,中证1000,2.29,35.5236
20220120,000852.SH,中证1000,2.4324,34.7483
20220121,000852.SH,中证1000,2.1488,34.2501
20220124,000852.SH,中证1000,1.8779,34.3852
20220125,000852.SH,中证1000,2.1701,33.0588
20220126,000852.SH,中证1000,1.7385,33.2318
20220127,000852.SH,中证1000,1.7836,32.3092
20220128,000852.SH,中证1000,1.6888,32.39
20220207,000852.SH,中证1000,1.7669,32.8082
20220208,000852.SH,中证1000,1.9523,32.9288
20220209,000852.SH,中证1000,2.0915,33.4918
20220210,000852.SH,中证1000,2.0105,33.336
20220211,000852.SH,中证1000,2.0449,32.6769
20220214,000852.SH,中证1000,1.7888,32.4835
20220215,000852.SH,中证1000,1.7412,32.97
20220216,000852.SH,中证1000,1.7884,33.1798
20220217,000852.SH,中证1000,2.0163,33.324
20220218,000852.SH,中证1000,1.896,33.4641
20220221,000852.SH,中证1000,2.0628,33.6831
20220222,000852.SH,中证1000,2.179,33.3812
20220223,000852.SH,中证1000,2.2183,34.0914
20220224,000852.SH,中证1000,3.1039,33.3532
20220225,000852.SH,中证1000,2.1574,33.6761
20220228,000852.SH,中证1000,2.0317,33.695
20220301,000852.SH,中证1000,2.0169,33.667
20220302,000852.SH,中证1000,1.9444,33.4528
20220303,000852.SH,中证1000,2.2231,33.1718
20220304,000852.SH,中证1000,2.1656,32.7145
20220307,000852.SH,中证1000,2.0151,31.8813
20220308,000852.SH,中证1000,2.3287,30.8391
20220309,000852.SH,中证1000,2.5865,30.453
20220310,000852.SH,中证1000,2.248,31.0642
20220311,000852.SH,中证1000,2.1945,31.1109
20220314,000852.SH,中证1000,1.9718,30.2264
20220315,000852.SH,中证1000,2.3734,28.7493
20220316,000852.SH,中证1000,2.3948,29.7185
20220317,000852.SH,中证1000,2.4856,30.3192
20220318,000852.SH,中证1000,2.1075,30.5512
20220321,000852.SH,中证1000,2.1744,30.8516
20220322,000852.SH,中证1000,2.1616,30.8745
20220323,000852.SH,中证1000,2.131,31.0858
20220324,000852.SH,中证1000,2.1302,30.7444
20220325,000852.SH,中证1000,2.1045,30.2584
20220328,000852.SH,中证1000,2.0388,30.1762
20220329,000852.SH,中证1000,2.0115,29.846
20220330,000852.SH,中证1000,2.0738,30.4799
20220331,000852.SH,中证1000,2.3682,30.2146
20220401,000852.SH,中证1000,2.0759,30.3117
20220406,000852.SH,中证1000,2.1765,30.3242
20220407,000852.SH,中证1000,2.2793,29.6998
20220408,000852.SH,中证1000,2.3169,29.5053
20220411,000852.SH,中证1000,2.4693,28.8048
20220412,000852.SH,中证1000,2.3415,29.2959
20220413,000852.SH,中证1000,2.2292,28.8542
20220414,000852.SH,中证1000,2.1236,29.231
20220415,000852.SH,中证1000,2.2954,28.3958
20220418,000852.SH,中证1000,1.9203,28.6923
20220419,000852.SH,中证1000,1.8224,28.7295
20220420,000852.SH,中证1000,1.9964,28.1907
20220421,000852.SH,中证1000,2.0932,27.1717
20220422,000852.SH,中证1000,1.7464,26.7807
20220425,000852.SH,中证1000,2.2083,24.8439
20220426,000852.SH,中证1000,2.1489,24.0156
20220427,000852.SH,中证1000,2.3232,25.3713
20220428,000852.SH,中证1000,2.0416,25.8447
20220429,000852.SH,中证1000,2.2446,27.3572
20220505,000852.SH,中证1000,2.0301,27.6747
20220506,000852.SH,中证1000,1.853,27.3183
20220509,000852.SH,中证1000,1.6692,27.6905
20220510,000852.SH,中证1000,2.0374,28.2079
20220511,000852.SH,中证1000,2.478,28.4438
20220512,000852.SH,中证1000,2.0028,28.5921
20220513,000852.SH,中证1000,1.857,28.7799
20220516,000852.SH,中证1000,1.9057,28.8326
20220517,000852.SH,中证1000,1.9321,28.9667
20220518,000852.SH,中证1000,1.8212,28.9993
20220519,000852.SH,中证1000,1.9369,29.232
20220520,000852.SH,中证1000,2.0125,29.6155
20220523,000852.SH,中证1000,1.9739,29.9817
20220524,000852.SH,中证1000,2.3742,28.7637
20220525,000852.SH,中证1000,1.9306,29.2818
20220526,000852.SH,中证1000,2.014,29.4653
20220527,000852.SH,中证1000,2.0366,29.4139
20220530,000852.SH,中证1000,1.8992,29.7616
20220531,000852.SH,中证1000,2.0671,30.1066
20220601,000852.SH,中证1000,2.0598,30.2099
20220602,000852.SH,中证1000,1.9626,30.5409
20220606,000852.SH,中证1000,2.1781,31.2299
20220607,000852.SH,中证1000,2.2312,31.1889
20220608,000852.SH,中证1000,2.334,31.231
20220609,000852.SH,中证1000,2.1155,30.6798
20220610,000852.SH,中证1000,2.0993,31.3117
20220613,000852.SH,中证1000,2.3431,28.984
20220614,000852.SH,中证1000,2.4174,28.9666
20220615,000852.SH,中证1000,2.6647,28.9098
20220616,000852.SH,中证1000,2.3797,29.0866
20220617,000852.SH,中证1000,2.2781,29.3958
20220620,000852.SH,中证1000,2.3599,29.7328
20220621,000852.SH,中证1000,2.2806,29.4385
20220622,000852.SH,中证1000,2.087,29.0577
20220623,000852.SH,中证1000,2.2392,29.6984
20220624,000852.SH,中证1000,2.3154,30.0808
20220627,000852.SH,中证1000,2.4241,30.3873
20220628,000852.SH,中证1000,2.4872,30.6688
20220629,000852.SH,中证1000,2.6547,29.9122
20220630,000852.SH,中证1000,2.2266,30.3094
20220701,000852.SH,中证1000,2.0597,30.3002
20220704,000852.SH,中证1000,2.0954,30.6697
20220705,000852.SH,中证1000,2.3628,30.4981
20220706,000852.SH,中证1000,2.1046,30.1472
20220707,000852.SH,中证1000,1.9677,30.4738
20220708,000852.SH,中证1000,2.0148,30.3246
20220711,000852.SH,中证1000,2.015,29.9359
20220712,000852.SH,中证1000,1.9394,29.4516
20220713,000852.SH,中证1000,1.9303,29.6964
20220714,000852.SH,中证1000,2.1236,30.0271
20220715,000852.SH,中证1000,2.2885,29.6632
20220718,000852.SH,中证1000,2.0973,30.1256
20220719,000852.SH,中证1000,2.0983,30.3343
20220720,000852.SH,中证1000,2.0898,30.7741
20220721,000852.SH,中证1000,2.2646,30.6413
20220722,000852.SH,中证1000,1.9891,30.439
20220725,000852.SH,中证1000,1.8659,30.0834
20220726,000852.SH,中证1000,1.6914,30.4161
20220727,000852.SH,中证1000,1.7494,30.7328
20220728,000852.SH,中证1000,2.072,30.9218
20220729,000852.SH,中证1000,2.0305,30.8558
20220801,000852.SH,中证1000,1.8691,31.0833
20220802,000852.SH,中证1000,2.561,30.1291
20220803,000852.SH,中证1000,2.285,29.9125
20220804,000852.SH,中证1000,1.8125,30.0921
20220805,000852.SH,中证1000,1.9612,30.5638
20220808,000852.SH,中证1000,1.8202,30.9361
20220809,000852.SH,中证1000,1.8697,31.0257
20220810,000852.SH,中证1000,1.8301,30.9825
20220811,000852.SH,中证1000,2.0579,31.3295
20220812,000852.SH,中证1000,2.0782,31.083
20220815,000852.SH,中证1000,1.9382,31.3409
20220816,000852.SH,中证1000,2.1054,31.5364
20220817,000852.SH,中证1000,2.1045,31.5671
20220818,000852.SH,中证1000,2.021,31.6895
20220819,000852.SH,中证1000,2.186,31.3082
20220822,000852.SH,中证1000,1.9784,31.3956
20220823,000852.SH,中证1000,1.96,31.2877
20220824,000852.SH,中证1000,2.3774,30.1446
20220825,000852.SH,中证1000,1.9968,30.0503
20220826,000852.SH,中证1000,1.8499,30.0212
20220829,000852.SH,中证1000,1.7565,30.7497
20220830,000852.SH,中证1000,1.7569,30.7511
20220831,000852.SH,中证1000,1.9015,29.905
20220901,000852.SH,中证1000,1.5617,29.7592
20220902,000852.SH,中证1000,1.4671,30.0161
20220905,000852.SH,中证1000,1.5037,30.1154
20220906,000852.SH,中证1000,1.6454,30.6768
20220907,000852.SH,中证1000,1.6296,30.875
20220908,000852.SH,中证1000,1.5148,30.6001
20220909,000852.SH,中证1000,1.4906,30.6704
20220913,000852.SH,中证1000,1.4333,30.6331
20220914,000852.SH,中证1000,1.381,30.3098
20220915,000852.SH,中证1000,1.827,29.4072
20220916,000852.SH,中证1000,1.543,28.7903
20220919,000852.SH,中证1000,1.2271,28.433
20220920,000852.SH,中证1000,1.1358,28.7903
20220921,000852.SH,中证1000,1.2006,28.7803
20220922,000852.SH,中证1000,1.1956,28.7912
20220923,000852.SH,中证1000,1.2729,28.2488
20220926,000852.SH,中证1000,1.2553,27.8963
20220927,000852.SH,中证1000,1.205,28.4582
20220928,000852.SH,中证1000,1.1927,27.6167
20220929,000852.SH,中证1000,1.2014,27.7004
20220930,000852.SH,中证1000,1.0515,27.2486
20221010,000852.SH,中证1000,1.1636,26.659
20221011,000852.SH,中证1000,1.0697,26.7726
20221012,000852.SH,中证1000,1.3628,27.5315
20221013,000852.SH,中证1000,1.461,27.8174
20221014,000852.SH,中证1000,1.6085,28.4745
20221017,000852.SH,中证1000,1.5016,28.7494
20221018,000852.SH,中证1000,1.473,28.8131
20221019,000852.SH,中证1000,1.4132,28.5794
20221020,000852.SH,中证1000,1.5138,28.3769
20221021,000852.SH,中证1000,1.3591,28.3519
20221024,000852.SH,中证1000,1.6026,27.9213
20221025,000852.SH,中证1000,1.4658,27.6641
20221026,000852.SH,中证1000,1.7077,28.2801
20221027,000852.SH,中证1000,1.6626,28.2877
20221028,000852.SH,中证1000,1.7682,27.5982
20221031,000852.SH,中证1000,1.6519,28.624
20221101,000852.SH,中证1000,1.7239,29.2984
20221102,000852.SH,中证1000,1.8405,29.7193
20221103,000852.SH,中证1000,1.6021,29.9167
20221104,000852.SH,中证1000,1.8688,30.5368
20221107,000852.SH,中证1000,1.8131,30.5471
20221108,000852.SH,中证1000,1.532,30.452
20221109,000852.SH,中证1000,1.4312,30.3853
20221110,000852.SH,中证1000,1.6076,30.0524
20221111,000852.SH,中证1000,2.1675,30.241
20221114,000852.SH,中证1000,1.9712,30.0497
20221115,000852.SH,中证1000,1.9331,30.7386
20221116,000852.SH,中证1000,1.7531,30.5406
20221117,000852.SH,中证1000,1.8003,30.5782
20221118,000852.SH,中证1000,1.9007,30.3596
20221121,000852.SH,中证1000,1.5506,30.4973
20221122,000852.SH,中证1000,1.7055,30.05
20221123,000852.SH,中证1000,1.6323,29.9993
20221124,000852.SH,中证1000,1.4268,30.0921
20221125,000852.SH,中证1000,1.4085,29.7744
20221128,000852.SH,中证1000,1.4658,29.7251
20221129,000852.SH,中证1000,1.7768,30.1892
20221130,000852.SH,中证1000,1.7534,30.168
20221201,000852.SH,中证1000,1.8295,30.4817
20221202,000852.SH,中证1000,1.6859,30.5735
20221205,000852.SH,中证1000,2.0186,30.7445
20221206,000852.SH,中证1000,1.7466,30.6932
20221207,000852.SH,中证1000,1.7599,30.7035
20221208,000852.SH,中证1000,1.6767,30.5147
20221209,000852.SH,中证1000,1.8089,30.5673
20221212,000852.SH,中证1000,1.7198,29.5724
20221213,000852.SH,中证1000,1.6756,29.328
20221214,000852.SH,中证1000,1.5633,29.2281
20221215,000852.SH,中证1000,1.4423,29.3083
20221216,000852.SH,中证1000,1.5042,28.9939
20221219,000852.SH,中证1000,1.5154,28.4203
20221220,000852.SH,中证1000,1.2304,28.2071
20221221,000852.SH,中证1000,1.149,27.9769
20221222,000852.SH,中证1000,1.2667,27.5485
20221223,000852.SH,中证1000,1.086,27.4252
20221226,000852.SH,中证1000,1.1188,27.9183
20221227,000852.SH,中证1000,1.222,28.1516
20221228,000852.SH,中证1000,1.1766,27.9081
20221229,000852.SH,中证1000,1.1437,27.8702
20221230,000852.SH,中证1000,1.0852,27.9688
20230103,000852.SH,中证1000,1.4878,28.5661
20230104,000852.SH,中证1000,1.4635,28.5864
20230105,000852.SH,中证1000,1.3587,28.8781
20230106,000852.SH,中证1000,1.4449,28.9472
20230109,000852.SH,中证1000,1.3563,29.1081
20230110,000852.SH,中证1000,1.2404,29.1244
20230111,000852.SH,中证1000,1.2544,28.9054
20230112,000852.SH,中证1000,1.1661,28.9372
20230113,000852.SH,中证1000,1.2308,29.0937
20230116,000852.SH,中证1000,1.5674,29.384
20230117,000852.SH,中证1000,1.2044,29.3969
20230118,000852.SH,中证1000,1.1756,29.4144
20230119,000852.SH,中证1000,1.1951,29.6837
20230120,000852.SH,中证1000,1.3634,29.9431
20230130,000852.SH,中证1000,1.8947,30.149
20230131,000852.SH,中证1000,1.6389,30.2242
20230201,000852.SH,中证1000,1.8822,30.6769
20230202,000852.SH,中证1000,1.854,30.7575
20230203,000852.SH,中证1000,1.7475,30.7068
20230206,000852.SH,中证1000,1.6198,30.5446
20230207,000852.SH,中证1000,1.6647,30.6959
20230208,000852.SH,中证1000,1.5361,30.4976
20230209,000852.SH,中证1000,1.654,31.0128
20230210,000852.SH,中证1000,1.6897,30.932
20230213,000852.SH,中证1000,1.7829,31.3074
20230214,000852.SH,中证1000,1.6824,31.3623
20230215,000852.SH,中证1000,1.771,31.3524
20230216,000852.SH,中证1000,2.4088,30.7244
20230217,000852.SH,中证1000,1.9125,30.5022
20230220,000852.SH,中证1000,1.8337,30.9319
20230221,000852.SH,中证1000,1.9008,31.0908
20230222,000852.SH,中证1000,1.6008,31.1344
20230223,000852.SH,中证1000,1.5704,31.0123
20230224,000852.SH,中证1000,1.3404,30.8947
20230227,000852.SH,中证1000,1.4309,30.7035
20230228,000852.SH,中证1000,1.4501,31.1523
20230301,000852.SH,中证1000,1.7253,31.3386
20230302,000852.SH,中证1000,1.8415,31.2192
20230303,000852.SH,中证1000,1.7098,31.2103
20230306,000852.SH,中证1000,1.6612,31.3695
20230307,000852.SH,中证1000,1.7656,30.6862
20230308,000852.SH,中证1000,1.3403,30.7386
20230309,000852.SH,中证1000,1.3999,30.7506
20230310,000852.SH,中证1000,1.5509,30.3465
20230313,000852.SH,中证1000,1.5603,30.3063
20230314,000852.SH,中证1000,1.7277,30.0539
20230315,000852.SH,中证1000,1.5377,30.217
20230316,000852.SH,中证1000,1.5679,29.6786
20230317,000852.SH,中证1000,1.785,29.9107
20230320,000852.SH,中证1000,1.937,29.8309
20230321,000852.SH,中证1000,1.6182,30.2876
20230322,000852.SH,中证1000,1.7692,30.3548
20230323,000852.SH,中证1000,1.8258,30.4816
20230324,000852.SH,中证1000,2.0048,30.566
20230327,000852.SH,中证1000,2.1522,30.6879
20230328,000852.SH,中证1000,1.8806,30.5467
20230329,000852.SH,中证1000,1.773,30.386
20230330,000852.SH,中证1000,1.6115,30.2778
20230331,000852.SH,中证1000,1.6711,30.7857
20230403,000852.SH,中证1000,2.1448,30.976
20230404,000852.SH,中证1000,2.3504,30.9741
20230406,000852.SH,中证1000,2.1056,31.1252
20230407,000852.SH,中证1000,1.8457,31.3812
20230410,000852.SH,中证1000,1.9946,31.1383
20230411,000852.SH,中证1000,1.7925,31.1351
20230412,000852.SH,中证1000,1.9853,31.2915
20230413,000852.SH,中证1000,2.0143,31.1115
20230414,000852.SH,中证1000,1.9236,31.3442
20230417,000852.SH,中证1000,1.9093,31.925
20230418,000852.SH,中证1000,1.7637,31.8847
20230419,000852.SH,中证1000,1.8593,31.6453
20230420,000852.SH,中证1000,1.9172,31.6568
20230421,000852.SH,中证1000,2.1251,30.999
20230424,000852.SH,中证1000,1.8927,31.2786
20230425,000852.SH,中证1000,2.1345,31.301
20230426,000852.SH,中证1000,2.0255,31.9898
20230427,000852.SH,中证1000,1.9108,32.2699
20230428,000852.SH,中证1000,2.0728,33.4912
20230504,000852.SH,中证1000,2.215,36.7245
20230505,000852.SH,中证1000,2.0362,36.2865
20230508,000852.SH,中证1000,2.2363,36.5469
20230509,000852.SH,中证1000,2.3802,36.0813
20230510,000852.SH,中证1000,1.885,36.1806
20230511,000852.SH,中证1000,1.7042,36.1535
20230512,000852.SH,中证1000,1.6765,35.733
20230515,000852.SH,中证1000,1.7613,36.009
20230516,000852.SH,中证1000,1.5568,35.6501
20230517,000852.SH,中证1000,1.3748,35.8402
20230518,000852.SH,中证1000,1.5763,35.9619
20230519,000852.SH,中证1000,1.4782,36.0559
20230522,000852.SH,中证1000,1.4315,36.0917
20230523,000852.SH,中证1000,1.4022,35.722
20230524,000852.SH,中证1000,1.3723,35.5999
20230525,000852.SH,中证1000,1.4808,35.5365
20230526,000852.SH,中证1000,1.376,35.7684
20230529,000852.SH,中证1000,1.6585,35.729
20230530,000852.SH,中证1000,1.6454,35.8547
20230531,000852.SH,中证1000,1.5544,35.8087
20230601,000852.SH,中证1000,1.6735,35.8584
20230602,000852.SH,中证1000,1.6218,36.1212
20230605,000852.SH,中证1000,1.488,36.1505
20230606,000852.SH,中证1000,1.6431,35.3787
20230607,000852.SH,中证1000,1.4221,35.3746
20230608,000852.SH,中证1000,1.4605,35.1542
20230609,000852.SH,中证1000,1.6361,35.4292
20230612,000852.SH,中证1000,1.5864,36.4148
20230613,000852.SH,中证1000,1.5907,36.5166
20230614,000852.SH,中证1000,1.6288,36.6255
20230615,000852.SH,中证1000,1.615,36.7536
20230616,000852.SH,中证1000,1.6985,37.0435
20230619,000852.SH,中证1000,1.8303,37.1321
20230620,000852.SH,中证1000,1.7308,37.117
20230621,000852.SH,中证1000,1.6757,36.3505
20230626,000852.SH,中证1000,1.6829,35.6979
20230627,000852.SH,中证1000,1.4749,36.1837
20230628,000852.SH,中证1000,1.5857,36.0384
20230629,000852.SH,中证1000,1.4706,36.2514
20230630,000852.SH,中证1000,1.5705,36.6654
20230703,000852.SH,中证1000,1.749,36.7873
20230704,000852.SH,中证1000,1.5166,36.956
20230705,000852.SH,中证1000,1.4435,36.6602
20230706,000852.SH,中证1000,1.345,36.5019
20230707,000852.SH,中证1000,1.3397,36.2773
20230710,000852.SH,中证1000,1.3032,36.2976
20230711,000852.SH,中证1000,1.2936,36.5955
20230712,000852.SH,中证1000,1.5162,36.0779
20230713,000852.SH,中证1000,1.4606,36.4436
20230714,000852.SH,中证1000,1.4661,36.3948
20230717,000852.SH,中证1000,1.3658,36.2375
20230718,000852.SH,中证1000,1.2962,36.1391
20230719,000852.SH,中证1000,1.1791,36.047
20230720,000852.SH,中证1000,1.3197,35.5936
20230721,000852.SH,中证1000,1.2272,35.5713
20230724,000852.SH,中证1000,1.1773,35.5211
20230725,000852.SH,中证1000,1.5909,36.083
20230726,000852.SH,中证1000,1.6149,35.9106
20230727,000852.SH,中证1000,1.5611,35.6596
20230728,000852.SH,中证1000,1.6976,36.0089
20230731,000852.SH,中证1000,1.9818,36.2391
20230801,000852.SH,中证1000,1.9871,36.1547
20230802,000852.SH,中证1000,1.8178,36.0773
20230803,000852.SH,中证1000,1.7616,36.077
20230804,000852.SH,中证1000,2.0971,36.2378
20230807,000852.SH,中证1000,1.8186,36.0466
20230808,000852.SH,中证1000,1.5368,35.8984
20230809,000852.SH,中证1000,1.4245,35.6612
20230810,000852.SH,中证1000,1.4206,35.7542
20230811,000852.SH,中证1000,1.6042,35.1238
20230814,000852.SH,中证1000,1.4898,35.2447
20230815,000852.SH,中证1000,1.3208,34.9679
20230816,000852.SH,中证1000,1.3451,34.5882
20230817,000852.SH,中证1000,1.3899,34.903
20230818,000852.SH,中证1000,1.4976,34.3162
